READ TERR 1 2
! batSNR4flux
4.08099998454253	1.32	-1.32	1.04695937268044e-08	1.96277810287118e-09	-1.96277810287118e-09
8.10099998478535	2.7	-2.7	3.56554351460429e-09	7.52238653569613e-10	-7.52238653569613e-10
NO NO NO NO NO NO
! xrtpcflux_nosys
183.489	30.668	-34.522	3.6924087645691e-11	8.29496422785597e-12	-8.29496422785597e-12
253.569	50.851	-39.412	1.44617696379416e-11	3.24929671995628e-12	-3.24929671995628e-12
353.575	36.094	-49.155	1.70477541975227e-11	3.72691786160795e-12	-3.72691786160795e-12
514.589	100.737	-124.92	6.73110027929408e-12	1.47827715607737e-12	-1.47827715607737e-12
1089.774	737.353	-474.447	1.55326625160397e-12	3.27503330479132e-13	-3.27503330479132e-13
23535.469	139367.624	-18439.599	3.85258259475803e-14	1.12338813801152e-14	-1.12338813801152e-14
