0.0,6.0,1.255564,0.906057,2.422657
0.0,6.275862068965517,1.224261,0.916353,1.970811
0.0,6.551724137931035,1.203396,0.924596,1.612987
0.0,6.827586206896552,1.188402,0.931348,1.344976
0.0,7.103448275862069,1.176956,0.936982,1.133469
0.0,7.379310344827586,1.168122,0.941747,0.973674
0.0,7.655172413793103,1.161069,0.945837,0.843831
0.0,7.931034482758621,1.155227,0.949398,0.737170
0.0,8.206896551724139,1.150336,0.952522,0.650604
0.0,8.482758620689655,1.146213,0.955352,0.552565
0.0,8.758620689655173,1.142580,0.957675,0.516337
0.0,9.03448275862069,1.139308,0.959901,0.468747
0.0,9.310344827586206,1.136488,0.961901,0.424121
0.0,9.586206896551724,1.134195,0.963680,0.384980
0.0,9.862068965517242,1.132012,0.965301,0.351938
0.0,10.137931034482758,1.130394,0.966895,0.306736
0.0,10.413793103448276,1.128640,0.967815,0.291763
0.0,10.689655172413794,1.127025,0.969136,0.270826
0.0,10.96551724137931,1.125595,0.970348,0.251014
0.0,11.241379310344827,1.124306,0.971468,0.232984
0.0,11.517241379310345,1.123132,0.972509,0.216703
0.0,11.793103448275861,1.122056,0.973479,0.202010
0.0,12.068965517241379,1.121065,0.974386,0.188731
0.0,12.344827586206897,1.120148,0.975236,0.176704
0.0,12.620689655172413,1.119296,0.976035,0.165785
0.0,12.89655172413793,1.118501,0.976787,0.155847
0.0,13.172413793103448,1.117757,0.977496,0.146780
0.0,13.448275862068964,1.117038,0.978166,0.138597
0.0,13.724137931034482,1.116364,0.978799,0.131090
0.0,14.0,1.115743,0.979399,0.124179
0.2222222222222222,6.0,1.265533,0.910434,2.176640
0.2222222222222222,6.275862068965517,1.233603,0.920151,1.759751
0.2222222222222222,6.551724137931035,1.212489,0.927946,1.430740
0.2222222222222222,6.827586206896552,1.197025,0.934345,1.192416
0.2222222222222222,7.103448275862069,1.185267,0.939683,1.008465
0.2222222222222222,7.379310344827586,1.175887,0.944227,0.867156
0.2222222222222222,7.655172413793103,1.168560,0.948091,0.753864
0.2222222222222222,7.931034482758621,1.162757,0.951510,0.655132
0.2222222222222222,8.206896551724139,1.157844,0.954546,0.551150
0.2222222222222222,8.482758620689655,1.153454,0.957318,0.485463
0.2222222222222222,8.758620689655173,1.149662,0.959425,0.460698
0.2222222222222222,9.03448275862069,1.146377,0.961538,0.414590
0.2222222222222222,9.310344827586206,1.143533,0.963400,0.374990
0.2222222222222222,9.586206896551724,1.141455,0.965137,0.337521
0.2222222222222222,9.862068965517242,1.139097,0.966225,0.308853
0.2222222222222222,10.137931034482758,1.137111,0.967746,0.283670
0.2222222222222222,10.413793103448276,1.135358,0.969119,0.260480
0.2222222222222222,10.689655172413794,1.133782,0.970377,0.239822
0.2222222222222222,10.96551724137931,1.132349,0.971536,0.221480
0.2222222222222222,11.241379310344827,1.131036,0.972611,0.205166
0.2222222222222222,11.517241379310345,1.129828,0.973612,0.190592
0.2222222222222222,11.793103448275861,1.128616,0.974546,0.178230
0.2222222222222222,12.068965517241379,1.127618,0.975420,0.166206
0.2222222222222222,12.344827586206897,1.126670,0.976241,0.155516
0.2222222222222222,12.620689655172413,1.125755,0.977013,0.146015
0.2222222222222222,12.89655172413793,1.124902,0.977739,0.137354
0.2222222222222222,13.172413793103448,1.124104,0.978425,0.129439
0.2222222222222222,13.448275862068964,1.123358,0.979073,0.122188
0.2222222222222222,13.724137931034482,1.122658,0.979687,0.115527
0.2222222222222222,14.0,1.122000,0.980268,0.109394
0.4444444444444444,6.0,1.276282,0.915101,1.943555
