READ TERR 1 2
! batSNR4flux
0.361000002291467	0.36	-0.36	2.30964693707092e-08	4.49953481853462e-09	-4.49953481853462e-09
0.781000007390976	0.06	-0.06	5.29328752196339e-08	1.10681477975596e-08	-1.10681477975596e-08
1.0410000038147	0.2	-0.2	2.95333990473136e-08	6.27142532833129e-09	-6.27142532833129e-09
NO NO NO NO NO NO
! xrtpcflux_nosys
3261.828	188.326	-140.13	6.58055861187273e-12	1.19110879565018e-12	-1.19110879565018e-12
5136.011	184.406	-261.896	2.41898916034732e-12	6.3131824282627e-13	-6.3131824282627e-13
5510.895	195.644	-190.478	2.79527498878954e-12	7.28540886113731e-13	-7.28540886113731e-13
12745.674	4527.321	-3840.806	6.91941857728798e-13	1.59193312204421e-13	-1.59193312204421e-13
78562.678	63838.321	-56590.535	8.9370868157158e-14	3.37697944254145e-14	-3.37697944254145e-14
