READ TERR 1 2
! xrtwtslewflux
93.138057635482	0.58621934120643	-0.481362643996377	2.02013642515327e-09	3.01146929792129e-10	-3.01156960678444e-10
94.2463524417774	0.413750538462523	-0.522075465088975	2.30466512494461e-09	3.43562039142722e-10	-3.43572806626831e-10
95.1111407920119	0.440291178687431	-0.451037811771968	2.41939536327225e-09	3.60664799626435e-10	-3.6067496156714e-10
96.0112975816864	0.401124376863137	-0.459865610987066	2.5612067713897e-09	3.77631727868663e-10	-3.77641431820877e-10
96.9317241409186	0.630062825508205	-0.519302182369103	1.87515070151247e-09	2.79532408548097e-10	-2.79538569154517e-10
98.0304558416802	0.531234147989636	-0.468668875253357	2.1517857360385e-09	3.20770530286591e-10	-3.20776186390645e-10
99.2486410221933	0.655404976856815	-0.686951032523481	1.7808036264776e-09	2.51844514369265e-10	-2.51848547845313e-10
NO NO NO NO NO NO
! xrtwtflux
107.540	0.398	-0.483	3.85361638924153e-09	5.74463647235173e-10	-5.74465270582866e-10
108.701	0.614	-0.763	2.42738051328282e-09	3.69273769218923e-10	-3.69274898504275e-10
110.198	0.751	-0.883	2.04653679215043e-09	3.11336631197485e-10	-3.11337478161499e-10
NO NO NO NO NO NO
! xrtpcflux
7810.431	3803.820	-4376.036	3.67065365466591e-13	7.21694694556672e-14	-7.21694694556672e-14
33760.679	86605.449	-18884.357	1.68385585794737e-13	2.483368975974e-14	-2.483368975974e-14
NO NO NO NO NO NO
! batSNR4flux
6.60099998251811	1.48	-1.48	2.99150471648649e-08	7.38828744596669e-09	-7.38828744596669e-09
9.56099998200261	1.48	-1.48	2.07346229240924e-08	4.59274811245428e-09	-4.59274811245428e-09
