event,time,magnitude,e_magnitude,band,system,flux_density(mjy),flux_density_error,flux(erg/cm2/s),flux_error,time (days)
at2017gfo,57983.57148148147,18.980041,0.1623712,U,AB,0.09289313074461499,0.013892951809389313,1.400005328761591e-13,2.093699595179794e-14,1.0714814814709825
at2017gfo,57983.5943784,17.48,0.07,i,AB,0.36982817978026444,0.023845145069965566,2.1930272584805137e-13,1.41389692469391e-14,1.0943783999973675
at2017gfo,57983.62518802,17.58,0.09,i,AB,0.33728730865886786,0.027960468132629333,2.000064630737207e-13,1.6579148413536477e-14,1.1251880199997686
at2017gfo,57983.699,17.64,0.04,H,AB,0.3191537855100745,0.011758770665012366,8.74891111001779e-14,3.2232179682971107e-15,1.1990000000005239
at2017gfo,57983.699,17.51,0.03,J,AB,0.35974933515574015,0.009940842286014839,1.154319215800073e-13,3.1895018626293826e-15,1.1990000000005239
at2017gfo,57983.699,17.91,0.05,Ks,AB,0.24888573182823803,0.011462304284142796,4.2109541750987034e-14,1.9392160621726577e-15,1.1990000000005239
at2017gfo,57983.718519,18.47,0.11,B,AB,0.1485935642287003,0.01505548027102758,2.265257751605611e-13,2.2950174414799686e-14,1.2185190000018338
at2017gfo,57983.718519,17.58,0.1,I,AB,0.33728730865886786,0.031067186814032595,2.372580151835962e-13,2.1852270758204147e-14,1.2185190000018338
at2017gfo,57983.718519,17.65,0.05,R,AB,0.31622776601683733,0.014563707009452793,3.6293052793469913e-13,1.6713568468297933e-14,1.2185190000018338
at2017gfo,57983.718519,17.81,0.04,V,AB,0.2728977782808035,0.010054533380096986,2.453297126075425e-13,9.038280625898255e-15,1.2185190000018338
at2017gfo,57983.7264884,17.0,0.2,R,AB,0.5754399373371544,0.10600636059858184,6.604249932985463e-13,1.2165477956879388e-13,1.2264884000032907
at2017gfo,57983.733,17.95,0.04,w,AB,0.23988329190194851,0.008838161237332989,3.1290441697639768e-12,1.1527824736989545e-13,1.2330000000001746
at2017gfo,57983.7360602,18.1,0.1,B,AB,0.2089296130854028,0.019244291599695484,3.185060053161162e-13,2.933548719479882e-14,1.236060199997155
at2017gfo,57983.741,17.75,0.02,r,AB,0.2884031503126594,0.005312903461529837,2.412374848857645e-13,4.4437586925547005e-15,1.2410000000018044
at2017gfo,57983.745,18.05,0.12,g,AB,0.21877616239495432,0.0241814965452687,3.201399080813058e-13,3.538317024098392e-14,1.2450000000026193
at2017gfo,57983.75833,17.89,0.03,r,AB,0.2535128630497897,0.007005242658650186,2.1205318111823666e-13,5.859245925177806e-15,1.2583299999969313
at2017gfo,57983.964,18.22,0.08,V,AB,0.18706821403657942,0.013784528509063518,1.6817062959148557e-13,1.2391269912856879e-14,1.4639999999999418
at2017gfo,57983.968,18.431,0.057,g,AB,0.15402811480716072,0.00808680153048757,2.2539268436056316e-13,1.1832877039790819e-14,1.4680000000007567
at2017gfo,57983.968,18.23,0.04,w,AB,0.1853531623414803,0.006829075596032585,2.4177516798835253e-12,8.907326362657759e-14,1.4680000000007567
at2017gfo,57983.9687,18.16,0.05,V,AB,0.19769696401118542,0.009104831927895725,1.777256658877662e-13,8.184569378312212e-15,1.4686999999976251
at2017gfo,57983.96875,17.64,0.08,H,AB,0.3191537855100745,0.023517541330024733,8.74891111001779e-14,6.4464359365942215e-15,1.46875
at2017gfo,57983.96875,17.58,0.07,J,AB,0.33728730865886786,0.021747030769822817,1.082245840598628e-13,6.9774967906481905e-15,1.46875
at2017gfo,57983.96875,17.85,0.15,K,AB,0.2630267991895371,0.03634069159025047,4.450210102740658e-14,6.1481924659572746e-15,1.46875
at2017gfo,57983.96875,18.49,0.04,g,AB,0.14588142602753446,0.005374795195367001,2.1347145780404226e-13,7.864579144308698e-15,1.46875
at2017gfo,57983.96875,17.85,0.05,i,AB,0.2630267991895371,0.012113563863416823,1.5597106220414515e-13,7.182732855394222e-15,1.46875
at2017gfo,57983.96875,17.99,0.01,r,AB,0.23120647901755897,0.0021296190790024688,1.9339479969973416e-13,1.7812319314047084e-15,1.46875
at2017gfo,57983.96875,17.72,0.03,z,AB,0.29648313895243333,0.008192627023237855,1.299182552831523e-13,3.589774055073376e-15,1.46875
at2017gfo,57983.969,17.69,0.02,r,AB,0.30478949896279706,0.005614769402906581,2.549439979059407e-13,4.696241993012198e-15,1.4689999999973224
at2017gfo,57983.9701,18.13,0.08,V,AB,0.20323570109362168,0.014975864981726556,1.8270488112800405e-13,1.346219314248292e-14,1.470099999998638
at2017gfo,57983.972,17.88,0.1,i,AB,0.2558585886905637,0.02356687123636742,1.5172041774862698e-13,1.3973966888432678e-14,1.4720000000015716
at2017gfo,57983.9737,18.507,0.039,g,AB,0.143615065290747,0.0051590119751934675,2.1015504293501975e-13,7.548837957643322e-15,1.4737000000022817
at2017gfo,57983.9748,18.481,0.037,g,AB,0.1470957076796969,0.005013068661946842,2.152483425078077e-13,7.335288846302277e-15,1.4748000000035972
at2017gfo,57983.9759,18.615,0.043,g,AB,0.13001695780332875,0.005149563104658659,1.9025663703263063e-13,7.535012055921634e-15,1.4758999999976368
at2017gfo,57983.976,17.98,0.08,r,AB,0.23334580622809953,0.017194593613817685,1.9518425974917878e-13,1.4381707740337184e-14,1.4760000000023865
at2017gfo,57983.976350699995,17.3152541007,0.0256595401046099,Y,AB,0.43042586381658215,0.0101730026333603,8.911337867439997e-14,2.1060440868898207e-15,1.476350699995237
at2017gfo,57983.9768,17.62,0.06,z,AB,0.32508729738543274,0.01796607380022744,1.4245253419894037e-13,7.872217960936893e-15,1.4767999999967287
at2017gfo,57983.9770265,17.592973982,0.02197152849233,z,AB,0.3332808860448187,0.006744854828439393,1.4604294661462257e-13,2.9554018265070437e-15,1.4770264999970095
at2017gfo,57983.9771,17.925,0.022,r,AB,0.24547089156850188,0.004974215652345617,2.0532639962654488e-13,4.160477261408328e-15,1.477099999996426
at2017gfo,57983.97771490001,17.7848867885,0.02151655145699,i,AB,0.2792835039558716,0.005535028737054329,1.656110514301755e-13,3.2819930792833847e-15,1.4777149000074132
at2017gfo,57983.9782,17.966,0.024,r,AB,0.23637416081162826,0.005225323353774121,1.9771735497466698e-13,4.370505928232444e-15,1.4781999999977415
at2017gfo,57983.97839990001,18.0406133217,0.02397789513454,r,AB,0.22067578050905876,0.004873799474281454,1.8458629944747686e-13,4.076488296169864e-15,1.4783999000064796
at2017gfo,57983.9784,17.61,0.06,z,AB,0.3280952931131177,0.0181323118343463,1.437706312692183e-13,7.945058696900293e-15,1.478399999999965
at2017gfo,57983.979,17.61,0.06,z,AB,0.3280952931131177,0.0181323118343463,1.437706312692183e-13,7.945058696900293e-15,1.4789999999993597
at2017gfo,57983.9790744,18.6643835894,0.02786234183509,g,AB,0.12423574373879655,0.003188350877086689,1.8179686098136018e-13,4.6653010768277545e-15,1.4790743999983533
at2017gfo,57983.9792,17.937,0.024,r,AB,0.2427727847680984,0.005366772313664493,2.030695432164229e-13,4.4888150692919496e-15,1.4792000000015832
at2017gfo,57983.9797554,19.939139444,0.0548237969632,u,AB,0.03840114929370923,0.0019391672226994987,4.956173561750079e-14,2.5025991753152993e-15,1.4797554000033415
at2017gfo,57983.9798,17.77,0.03,i,AB,0.2831391995799367,0.007823898067230993,1.6789742279565772e-13,4.6391772345767906e-15,1.4798000000009779
at2017gfo,57983.98,17.664,0.064,I,AB,0.3121763510848151,0.01840271511029701,2.1959421402526358e-13,1.2944239711291263e-14,1.4800000000032014
at2017gfo,57983.98,18.61,0.14,g,AB,0.1306170888131838,0.016843407839919035,1.911348217682459e-13,2.4645834715915682e-14,1.4800000000032014
at2017gfo,57983.98,17.675,0.134,r,AB,0.30902954325135795,0.038142286793482444,2.584906222020616e-13,3.190254062016145e-14,1.4800000000032014
at2017gfo,57983.98,17.611,0.098,z,AB,0.32779324530022685,0.029588844442562226,1.4363827458613133e-13,1.2964982513940101e-14,1.4800000000032014
at2017gfo,57983.9804,17.743,0.029,i,AB,0.2902685610499045,0.007753538127444151,1.7212503034262442e-13,4.5974573363776525e-15,1.4804000000003725
at2017gfo,57983.9806,17.91,0.03,r,AB,0.24888573182823803,0.0068773825704856765,2.0818277437367346e-13,5.7523026346915455e-15,1.480600000002596
at2017gfo,57983.981,17.61,0.04,Ks,AB,0.3280952931131177,0.0120882078895642,5.5511187170761024e-14,2.0451077131807458e-15,1.4809999999997672
at2017gfo,57983.9813,17.47,0.01,J,AB,0.3732501577957199,0.0034379687829685763,1.197638987317343e-13,1.1030662715941592e-15,1.4812999999994645
at2017gfo,57983.9814,18.61,0.03,g,AB,0.1306170888131838,0.00360930167998265,1.911348217682459e-13,5.281250296267645e-15,1.4813999999969383
at2017gfo,57983.9815,17.803,0.025,i,AB,0.2746628992415944,0.006324729231253626,1.6287110011140558e-13,3.750245671960632e-15,1.481500000001688
at2017gfo,57983.9826,17.809,0.026,i,AB,0.2731492422089171,0.006541468838792343,1.6197352353013328e-13,3.878761335698131e-15,1.4826000000030035
at2017gfo,57983.9829,19.04,0.06,B,AB,0.08790225168308825,0.004857951552232191,1.3400395773684758e-13,7.405332371689667e-15,1.4829000000027008
at2017gfo,57983.984,18.582,0.031,g,AB,0.1340293773418305,0.0038270454750022314,1.9612809765328376e-13,5.599860261274265e-15,1.4839999999967404
at2017gfo,57983.9843,19.04,0.07,B,AB,0.08790225168308825,0.00566761014427089,1.3400395773684758e-13,8.639554433637945e-15,1.4842999999964377
at2017gfo,57983.9851,18.547,0.03,g,AB,0.13842036815687345,0.003824927288396222,2.0255352984171408e-13,5.59676086016225e-15,1.4850999999980559
at2017gfo,57983.9862,18.607,0.038,g,AB,0.13097849623996818,0.0045844318970833,1.9166367710204495e-13,6.708093271606603e-15,1.4861999999993714
at2017gfo,57983.9874,17.946,0.02,r,AB,0.24076868456124348,0.004435391139960322,2.013931950460346e-13,3.709799749947535e-15,1.4873999999981606
at2017gfo,57983.9875,18.66,0.03,g,AB,0.12473835142429382,0.0034468563450981327,1.825323377192032e-13,5.0435548778590966e-15,1.4875000000029104
at2017gfo,57983.9885,17.983,0.024,r,AB,0.23270193788481522,0.00514414463206507,1.9464569011301856e-13,4.302607338909837e-15,1.4884999999994761
at2017gfo,57983.988519,19.09,0.11,B,AB,0.08394599865193948,0.008505397478660595,1.2797278613621914e-13,1.2965402105311596e-14,1.4885189999986324
at2017gfo,57983.988519,17.77,0.09,I,AB,0.2831391995799367,0.023471694201692976,1.9916861022764043e-13,1.6509696224490185e-14,1.4885189999986324
at2017gfo,57983.988519,17.94,0.05,R,AB,0.24210290467361653,0.011149924670486703,2.778583807313162e-13,1.2795851308707821e-14,1.4885189999986324
at2017gfo,57983.988519,18.28,0.04,V,AB,0.17701089583174112,0.006521716563591038,1.591292991697452e-13,5.86254003402951e-15,1.4885189999986324
at2017gfo,57983.989,17.45,0.01,J,AB,0.38018939632055976,0.00350188539473068,1.2199047584792994e-13,1.1235738046987724e-15,1.489000000001397
at2017gfo,57983.989,17.77,0.02,Ks,AB,0.2831391995799367,0.0052159320448206615,4.790496368944382e-14,8.824420421738728e-16,1.489000000001397
at2017gfo,57983.9895,17.987,0.026,r,AB,0.23184620954131246,0.005552330084615945,1.9392990821844402e-13,4.644017203794719e-15,1.4895000000033178
at2017gfo,57983.9902,17.52,0.01,H,AB,0.3564511334262432,0.0032832346987081307,9.771337276877905e-14,8.999734220942447e-16,1.4902000000001863
at2017gfo,57983.9908,17.776,0.021,i,AB,0.28157882997103,0.005446546598974463,1.6697214633682447e-13,3.2295276308432985e-15,1.490799999999581
at2017gfo,57983.991,18.0,0.06,r,AB,0.22908676527677654,0.012660567683572526,1.916217455186346e-13,1.0589408993392938e-14,1.4910000000018044
at2017gfo,57983.991397,18.64,0.02,g,AB,0.12705741052085368,0.00234062545931777,1.8592586724216602e-13,3.4248810425104133e-15,1.49139699999796
at2017gfo,57983.991397,17.78,0.02,i,AB,0.2805433637951699,0.00516811209239817,1.6635812997110467e-13,3.0644300013586504e-15,1.49139699999796
at2017gfo,57983.991397,17.92,0.01,r,AB,0.24660393372343262,0.0022714434493619835,2.0627414322583844e-13,1.89985506904774e-15,1.49139699999796
at2017gfo,57983.9918,17.793,0.024,i,AB,0.2772043237577691,0.0061279211810844345,1.6437812784592086e-13,3.633548417205946e-15,1.4918000000034226
at2017gfo,57983.9929,17.795,0.025,i,AB,0.2766941645411496,0.006371503670218629,1.6407561085847107e-13,3.7779805568660716e-15,1.4928999999974621
at2017gfo,57983.9942,18.653,0.034,g,AB,0.12554516736871354,0.003931704286400479,1.8371296900671415e-13,5.7530005160137006e-15,1.4942000000010012
at2017gfo,57983.9948,18.22,0.04,V,AB,0.18706821403657942,0.006892264254531759,1.6817062959148557e-13,6.195634956428439e-15,1.4948000000003958
at2017gfo,57983.9953,18.604,0.038,g,AB,0.13134090365327292,0.004597116667125631,1.921939957378294e-13,6.726654049143066e-15,1.4953000000023167
at2017gfo,57983.9963,18.632,0.037,g,AB,0.12799706167051741,0.00436218071079931,1.8730087916937396e-13,6.382887941745177e-15,1.4962999999988824
at2017gfo,57983.9975,18.025,0.026,r,AB,0.22387211385683334,0.005361363790820876,1.8725990206533253e-13,4.484291333716056e-15,1.4974999999976717
at2017gfo,57983.9986,18.017,0.023,r,AB,0.225527756674524,0.004777819789691536,1.8864477982681289e-13,3.996210052683337e-15,1.4985999999989872
at2017gfo,57983.999,17.23,0.01,Y,AB,0.4655860935229572,0.0042884655823568684,9.639278989825306e-14,8.878104043672978e-16,1.4990000000034343
at2017gfo,57983.9997,18.041,0.022,r,AB,0.22059720217473197,0.004470175868550936,1.8452057187231356e-13,3.738893999666536e-15,1.4997000000003027
at2017gfo,57984.0,17.951,0.02,r,AB,0.23966245294086286,0.004415012368789462,2.0046787736655564e-13,3.6927547683871106e-15,1.5
at2017gfo,57984.0,17.654,0.07,z,AB,0.31506488329723825,0.020314211462031287,1.3806073452809128e-13,8.901104499061355e-15,1.5
at2017gfo,57984.000219907415,17.630000000000006,0.1,H,AB,0.3221068791283402,0.029668933075943833,8.82986378781378e-14,8.13260509239518e-15,1.5002199074151576
at2017gfo,57984.0009,17.743,0.024,i,AB,0.2902685610499045,0.006416721208919297,1.7212503034262442e-13,3.8047922783815055e-15,1.500899999999092
at2017gfo,57984.002,17.856,0.028,i,AB,0.26157726827190925,0.006746211619303801,1.551115114754106e-13,4.000163485640618e-15,1.5020000000004075
at2017gfo,57984.0022,17.32,0.01,J1,AB,0.42854852039743746,0.003947316308758593,2.7749338144172167e-13,2.555808494048871e-15,1.502200000002631
at2017gfo,57984.0031,17.847,0.025,i,AB,0.2637545740889332,0.006073540580920574,1.5640262212295985e-13,3.60130346205508e-15,1.503100000001723
at2017gfo,57984.0043,18.693,0.036,g,AB,0.12100407608569488,0.004012401921394819,1.7706789154480168e-13,5.871079980272838e-15,1.5043000000005122
at2017gfo,57984.0054,18.666,0.03,g,AB,0.12405092300422213,0.0034278608478475344,1.8152640878798384e-13,5.015760034319457e-15,1.5054000000018277
at2017gfo,57984.0065,18.623,0.036,g,AB,0.12906247820605304,0.00427961232617654,1.8885992631610567e-13,6.2620711343916165e-15,1.5065000000031432
at2017gfo,57984.0077,18.008,0.02,r,AB,0.2274049950895891,0.004189208003695017,1.902150132770723e-13,3.5038900322836042e-15,1.5077000000019325
at2017gfo,57984.0088,18.008,0.023,r,AB,0.2274049950895891,0.004817589204249269,1.902150132770723e-13,4.029473537126145e-15,1.508800000003248
at2017gfo,57984.0099,18.069,0.027,r,AB,0.21498096103893533,0.005346452258300639,1.7982281498358767e-13,4.471819198143499e-15,1.5098999999972875
at2017gfo,57984.01,18.29,0.06,r,AB,0.1753880501841757,0.009692887660113435,1.46704958179479e-13,8.10721559453718e-15,1.5100000000020373
at2017gfo,57984.0105,18.14,0.04,V,AB,0.20137242498623817,0.007419282713147786,1.8102983270946198e-13,6.669385506944196e-15,1.5104999999966822
at2017gfo,57984.011,17.825,0.033,i,AB,0.2691534803926908,0.008181178508566705,1.5960409495208756e-13,4.8510265295907785e-15,1.510999999998603
at2017gfo,57984.0118,18.16,0.06,V,AB,0.19769696401118542,0.010925798313474868,1.777256658877662e-13,9.821483253974654e-15,1.5118000000002212
at2017gfo,57984.0121,17.772,0.025,i,AB,0.28261811798101527,0.006507915983600444,1.6758842899453429e-13,3.858866183611058e-15,1.5120999999999185
at2017gfo,57984.0129,18.18,0.04,V,AB,0.19408858775927715,0.007150920013403456,1.7448180690717146e-13,6.428147321329904e-15,1.5129000000015367
at2017gfo,57984.0132,17.866,0.032,i,AB,0.25917911346159384,0.007639270833614831,1.5368944059043808e-13,4.529702590132948e-15,1.513200000001234
at2017gfo,57984.0145,18.683,0.035,g,AB,0.1221237130165304,0.003937041324287703,1.7870628057310464e-13,5.760809847408585e-15,1.514499999997497
at2017gfo,57984.0156,18.667,0.038,g,AB,0.12393672048206744,0.004337959824770902,1.8135929375796857e-13,6.347447135502013e-15,1.5155999999988126
at2017gfo,57984.0166,18.568,0.03,g,AB,0.1357688064139085,0.003751657501568034,1.9867344197760602e-13,5.48955007045744e-15,1.5166000000026543
at2017gfo,57984.0178,18.029,0.024,r,AB,0.22304885593776005,0.004930752126045601,1.865712803578573e-13,4.1241239897550245e-15,1.5178000000014435
at2017gfo,57984.0189,18.053,0.03,r,AB,0.21817249589882912,0.00602869320644489,1.824924038618345e-13,5.0424514646029e-15,1.518900000002759
at2017gfo,57984.02,18.041,0.022,r,AB,0.22059720217473197,0.004470175868550936,1.8452057187231356e-13,3.738893999666536e-15,1.5199999999967986
at2017gfo,57984.0212,17.831,0.029,i,AB,0.267670185562588,0.007149899327136457,1.587245227148637e-13,4.239529950791736e-15,1.5212000000028638
at2017gfo,57984.0223,17.898,0.031,i,AB,0.25165177616146345,0.007185609680023676,1.4922583917078123e-13,4.2607043902756745e-15,1.5222999999969034
at2017gfo,57984.0233,17.88,0.033,i,AB,0.2558585886905637,0.007777067508001248,1.5172041774862698e-13,4.611409073182784e-15,1.523300000000745
at2017gfo,57984.0342,19.07,0.04,B,AB,0.08550667128846806,0.003150372590451237,1.303519778636441e-13,4.802344337137868e-15,1.5342000000018743
at2017gfo,57984.0438,17.8,0.02,i,AB,0.2754228703338152,0.0050737834160086,1.6332175190378322e-13,3.008497850362577e-15,1.5437999999994645
at2017gfo,57984.0461,18.25,0.06,V,AB,0.18197008586099753,0.010056646378699461,1.6358751305594175e-13,9.040180055101911e-15,1.5460999999995693
at2017gfo,57984.0471,18.18,0.1,V,AB,0.19408858775927715,0.01787730003350864,1.7448180690717146e-13,1.6070368303324763e-14,1.547100000003411
at2017gfo,57984.0472,17.98,0.02,r,AB,0.23334580622809953,0.004298648403454421,1.9518425974917878e-13,3.595426935084296e-15,1.5472000000008848
at2017gfo,57984.0481,20.11,0.23,U,AB,0.03280952931131177,0.006950719536499408,4.944769920208428e-14,1.0474893226032708e-14,1.5480999999999767
at2017gfo,57984.04811,20.25,0.29,U,AB,0.028840315031266002,0.0077037100192182545,4.346564100411272e-14,1.1609667095886062e-14,1.548110000003362
at2017gfo,57984.052,20.21,0.28,U,AB,0.029922646366081707,0.0077172036365690914,4.509683765351153e-14,1.1630002285680548e-14,1.5520000000033178
at2017gfo,57984.0548,18.49,0.12,g,AB,0.14588142602753446,0.016124385586101003,2.1347145780404226e-13,2.359373743292609e-14,1.5547999999980675
at2017gfo,57984.0559,20.1,0.28,U,AB,0.03311311214825895,0.008540041090026316,4.990523312955528e-14,1.2870037137048746e-14,1.555899999999383
at2017gfo,57984.229,17.74,0.01,z,AB,0.29107171180665964,0.002681031575997895,1.2754697988498e-13,1.1747510981582628e-15,1.7289999999993597
at2017gfo,57984.23125,17.87,0.06,i,AB,0.25822601906345855,0.014270959686660839,1.5312426948956154e-13,8.461959847254417e-15,1.7312499999970896
at2017gfo,57984.23125,17.58,0.11,y,AB,0.33728730865886786,0.034173905495435856,6.983040329424796e-14,7.074779609176297e-15,1.7312499999970896
at2017gfo,57984.23125,17.78,0.07,z,AB,0.2805433637951699,0.018088392323393595,1.2293348108872621e-13,7.925814427573454e-15,1.7312499999970896
at2017gfo,57984.309,18.8,0.07,g,AB,0.10964781961431806,0.007069683459119548,1.6045003490495893e-13,1.0344596039190901e-14,1.809000000001106
at2017gfo,57984.309,18.19,0.06,i,AB,0.19230917289101498,0.010628039976979711,1.1403653946987374e-13,6.301892060158998e-15,1.809000000001106
at2017gfo,57984.309,18.26,0.04,r,AB,0.1803017740859559,0.006642964327003711,1.5081508802446696e-13,5.556233175739541e-15,1.809000000001106
at2017gfo,57984.357,18.69,0.05,w,AB,0.12133888504649715,0.005588199900753703,1.582747709563674e-12,7.288822564023556e-14,1.8570000000036089
at2017gfo,57984.358519,20.1,0.12,B,AB,0.03311311214825895,0.003660017610011278,5.04797999583495e-14,5.579233674308021e-15,1.8585190000012517
at2017gfo,57984.358519,18.79,0.05,V,AB,0.11066237839776631,0.005096498881975015,9.948329246145737e-14,4.5813749244743745e-15,1.8585190000012517
at2017gfo,57984.361,18.07,0.13,i,AB,0.21478304741305246,0.02571847903350098,1.273632198379796e-13,1.5249761872522062e-14,1.8609999999971478
at2017gfo,57984.365,18.34,0.11,r,AB,0.16749428760264312,0.01697049906300283,1.401021473939871e-13,1.4194273107777357e-14,1.8649999999979627
at2017gfo,57984.368519,17.98,0.09,I,AB,0.23334580622809953,0.019343917815544894,1.6414244300276676e-13,1.3606269925888642e-14,1.868519000003289
