READ TERR 1 2
! batSNR4flux
0.180999953746796	0.02	-0.02	1.49152985449106e-08	1.26726489009135e-09	-1.26726489009135e-09
0.220999975204468	0.02	-0.02	9.68630179131318e-09	9.07290271952866e-10	-9.07290271952866e-10
0.26099999666214	0.02	-0.02	2.66801151659756e-08	2.21989575744449e-09	-2.21989575744449e-09
0.300999958515167	0.02	-0.02	6.31531565653061e-08	6.93163399936681e-09	-6.93163399936681e-09
0.340999979972839	0.02	-0.02	3.87973241791765e-08	4.91119659867243e-09	-4.91119659867243e-09
NO NO NO NO NO NO
! xrtpcflux_nosys
800.609	137.239	-103.462	5.0872099001924e-12	1.28468031144556e-12	-1.28468031144556e-12
4695.456	578.446	-517.244	1.36246129771066e-12	3.61630060916911e-13	-3.61630060916911e-13
11669.721	5575.468	-1757.683	3.06997150284853e-13	9.5043834284709e-14	-7.94189538676739e-14
