READ TERR 1 2
! xrtwtflux
90.572	2.655	-3.383	5.5014839793038e-10	1.05514151506368e-10	-1.05160142313426e-10
95.913	4.436	-2.686	4.51865133339532e-10	8.82256770987325e-11	-8.80014857199953e-11
104.388	5.301	-4.039	3.43555912432928e-10	6.45810694582098e-11	-6.44838100904646e-11
114.661	4.343	-4.972	3.35145745934162e-10	6.26924455794958e-11	-6.2636991360998e-11
NO NO NO NO NO NO
! xrtpcflux
138.597	17.624	-14.971	1.58620869449067e-10	3.56642049983828e-11	-3.56642049983828e-11
202.339	44.145	-46.118	4.18024367933024e-11	9.37299814034673e-12	-9.37299814034673e-12
290.228	69.085	-43.744	1.74807056494713e-11	3.92557257457321e-12	-3.92557257457321e-12
434.427	110.427	-75.114	1.01291702146074e-11	2.28446551305492e-12	-2.28446551305492e-12
656.993	143.607	-112.139	5.93847228350716e-12	1.46982896790794e-12	-1.46982896790794e-12
912.795	90.897	-112.195	8.65399395517773e-12	1.94896615133033e-12	-1.94896615133033e-12
1163.193	201.551	-159.501	3.45125141705701e-12	9.26260573616404e-13	-9.26260573616404e-13
1507.901	140.168	-143.157	4.4270678680243e-12	1.16068846434412e-12	-1.16068846434412e-12
1813.496	178.069	-165.427	3.912515554263e-12	9.94048720284981e-13	-9.94048720284981e-13
18764.165	1002.585	-1099.856	5.43543646784267e-13	1.38870850756586e-13	-1.38870850756586e-13
26629.020	4726.747	-3580.543	3.42732006494419e-13	7.66581076224335e-14	-7.66581076224335e-14
38337.954	4589.011	-3702.87	3.21372979988835e-13	7.28928564103708e-14	-7.28928564103708e-14
49363.808	4103.453	-2993.593	3.66427246357299e-13	9.46787344152384e-14	-9.46787344152384e-14
216406.070	90498.254	-25564.289	8.10691346309668e-14	2.37992992324606e-14	-2.37992992324606e-14
386899.913	94479.391	-68642.176	4.38931013616628e-14	1.22598273714762e-14	-1.22598273714762e-14
NO NO NO NO NO NO
! batSNR4flux
0.160999987721443	0.16	-0.16	3.50117521186753e-08	8.13579854384662e-09	-8.13579854384662e-09
0.480999988019466	0.16	-0.16	1.71608375803639e-07	3.94110489232226e-08	-3.94110489232226e-08
0.820999989112218	0.18	-0.18	1.77047857733517e-06	3.92911647026829e-07	-3.92911647026829e-07
