READ TERR 1 2
! xrtwtflux
89.809	2.617	-2.468	7.9115489420419e-10	1.23337178486988e-10	-1.27345451181015e-10
95.130	2.307	-2.705	7.62581584350702e-10	1.20096361396999e-10	-1.23576088223599e-10
100.417	1.696	-2.98	5.29390240702207e-10	9.89870284562957e-11	-1.01004054166468e-10
104.534	2.596	-2.421	4.74093412981983e-10	9.10214380477062e-11	-9.27087965645234e-11
109.244	2.482	-2.114	4.96620992400804e-10	9.81592027652978e-11	-9.98758002463888e-11
114.249	2.136	-2.523	4.83638491882449e-10	9.53344018276319e-11	-9.68896361918788e-11
119.468	2.550	-3.083	4.01705998016659e-10	7.9330747499844e-11	-8.06929295534175e-11
124.208	1.654	-2.19	6.0271724771703e-10	1.15570906792551e-10	-1.17655902946694e-10
128.526	2.652	-2.664	4.43757127853259e-10	8.26449081804276e-11	-8.42054143147125e-11
133.794	2.331	-2.615	7.0232372113719e-10	1.10150522325151e-10	-1.1319451803985e-10
138.293	1.710	-2.168	6.12043644879922e-10	1.14536167897303e-10	-1.16900242818717e-10
143.133	2.449	-3.13	4.24561799516489e-10	8.14333999837276e-11	-8.29080781131025e-11
149.985	5.256	-4.403	2.38661644094243e-10	4.7313984998905e-11	-4.81905821509369e-11
159.697	3.931	-4.456	2.79600513765234e-10	5.40073930754819e-11	-5.51150157776656e-11
167.026	4.460	-3.398	2.99448245474984e-10	5.77589682415474e-11	-5.89188023383256e-11
NO NO NO NO NO NO
! xrtpcflux
183.496	10.410	-9.649	2.27166272538958e-10	4.97319943018552e-11	-4.97319943018552e-11
207.447	16.547	-13.541	1.47927820680092e-10	3.32275629430165e-11	-3.32275629430165e-11
239.148	14.934	-15.154	1.49943874649967e-10	3.36804028683478e-11	-3.36804028683478e-11
290.246	39.055	-36.164	6.12837353514554e-11	1.37655592322822e-11	-1.37655592322822e-11
398.002	66.693	-68.701	2.56087038933814e-11	5.76606397137291e-12	-5.76606397137291e-12
559.208	755.462	-94.512	3.73089846689301e-12	7.15953817021233e-13	-7.15953817021233e-13
NO NO NO NO NO NO
! batSNR4flux

