#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Trig_time_met: The BAT trigger time shown in the Swift machine time (MET), in unit of sec.
## Trig_time_UTC: The BAT trigger time shown in UTC.
## RA_ground: RA of the GRB from the BAT refined position, in unite of deg.
## DEC_ground: DEC of the GRB from the BAT refined position, in unit of deg.
## Image_position_err: The uncertainty of the BAT refined position, in unit of arcmin.
## Image_SNR: The signal-to-noise ratio of the detection from the BAT image.
## T90: Burst duration T90, in unit of sec.
## T90_err: The uncertainty of T90.
## T50: Burst duration T90, in unit of sec.
## T50_err: The uncertainty of T50.
## Evt_start_sincetrig: The time when the event data start, relative to the BAT trigger time, in unit of sec.
## Evt_stop_sincetrig: The time when the event data end, relative to the BAT trigger time, in unit of sec.
## pcode: Partial coding fraction of the burst.
## Trigger_method: The triggering method for the burst (rate trigger, image trigger, ground detected, or ground detected during slew).
## XRT_detection: Whether or not there is an XRT detection of the burst.
## comment: Other special comments.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | Trig_time_met |       Trig_time_UTC        |  RA_ground   |  DEC_ground   | Image_position_err |   Image_SNR  |     T90      |   T90_err    |     T50      |   T50_err    | Evt_start_sincetrig | Evt_stop_sincetrig | pcode  | Trigger_method | XRT_detection | comment
GRB180510A   |    831810    | 547673095.232 | 2018-05-10T19:24:34.309920 | 2.763386e+02 | -3.191797e+01 |    8.598592e-01    | 3.773928e+01 | 6.400000e+01 | 1.600000e+01 | 1.600000e+01 | 1.600000e+01 |         -239        |         963       | 0.3789 | rate trigger | Yes |    
GRB180504A   |    830822    | 547155994.176 | 2018-05-04T19:46:13.285300 | 3.311428e+02 | -1.466660e+01 |    1.367960e+00    | 1.944142e+01 | 1.152640e+02 | 4.869505e+01 | 2.483200e+01 | 5.467413e+00 |         -239        |         963       | 0.6172 | rate trigger | Yes |    
GRB180425A   |    828672    | 546331602.624 | 2018-04-25T06:46:21.783300 | 6.444987e+01 | -3.294967e+01 |    1.431500e+00    | 1.822047e+01 | 1.190400e+01 | 2.712271e+00 | 4.544000e+00 | 1.295901e+00 |         -240        |         962       | 0.2734 | rate trigger | Yes |    
GRB180418A   |    826428    | 545726666.816 | 2018-04-18T06:44:06.012000 | 1.701286e+02 |  2.492704e+01 |    1.362552e+00    | 1.955174e+01 | 4.408000e+00 | 2.491104e+00 | 7.880000e-01 | 1.885099e-01 |         -239        |         963       | 1.0000 | rate trigger | Yes |    
GRB180411A   |    824451    | 545142484.480 | 2018-04-11T12:27:43.711420 | 3.568386e+02 |  6.679138e+01 |    5.838650e-01    | 6.560815e+01 | 7.797600e+01 | 1.006229e+00 | 4.743600e+01 | 9.580814e-01 |         -239        |         963       | 0.9766 | rate trigger | Yes |    
GRB180410A   |    824063    | 545040200.000 | 2018-04-10T08:02:59.237600 | 9.597150e+01 |  1.280626e+01 |    1.838215e+00    | 1.274704e+01 | 1.148000e+02 | 1.442931e+01 | 5.027200e+01 | 1.010998e+01 |         -239        |         963       | 0.5312 | image trigger | Yes |    
GRB180407A   |    823001    | 544758910.528 | 2018-04-07T01:54:49.782600 | 3.523134e+01 |  3.351361e+01 |    1.802681e+00    | 1.310750e+01 | 1.006280e+02 | 3.393973e+01 | 3.152800e+01 | 8.550097e+00 |         -240        |         963       | 0.5234 | rate trigger | No |    
GRB180404B   |    821902    | 544500724.800 | 2018-04-04T02:11:44.070200 | 5.338955e+01 | -5.021395e+01 |    5.191729e-01    | 7.759174e+01 | 1.117080e+02 | 6.988862e+00 | 4.688000e+01 | 1.474069e+00 |         -240        |         962       | 0.8438 | rate trigger | Yes |    
GRB180404A   |    821881    | 544495556.416 | 2018-04-04T00:45:35.686520 | 8.353130e+01 | -3.716955e+01 |    1.085412e+00    | 2.705632e+01 | 3.628000e+01 | 5.351026e+00 | 1.019600e+01 | 1.756729e+00 |         -239        |         843       | 0.8203 | rate trigger | Yes |    
GRB180402A   |    821103    | 544355120.000 | 2018-04-02T09:44:59.279000 | 2.519232e+02 | -1.492822e+01 |    1.952179e+00    | 1.169743e+01 | 1.799999e-01 | 3.124110e-02 | 9.999990e-02 | 2.262738e-02 |         -239        |         963       | 0.3789 | rate trigger | Yes |    
GRB180331B   |    820513    | 544203540.032 | 2018-03-31T15:38:39.320160 | 1.967999e+02 |  6.172532e+01 |    1.684616e+00    | 1.443929e+01 | 7.803200e+01 | 4.738945e+00 | 2.043200e+01 | 7.357565e+00 |         -239        |         963       | 0.3047 | rate trigger | Yes |    
GRB180331A   |    820347    | 544162516.416 | 2018-03-31T04:14:55.706640 | 6.600546e+01 |  1.338604e+01 |    1.935300e+00    | 1.184344e+01 | 4.800000e+01 | 2.262742e+01 | 3.200000e+01 | 1.600000e+01 |         -239        |         963       | 0.8125 | rate trigger | Yes |    
GRB180329B   |    819490    | 544025324.672 | 2018-03-29T14:08:23.970940 | 8.290507e+01 | -2.369480e+01 |    1.763190e+00    | 1.352890e+01 | 2.135360e+02 | 4.942257e+01 | 1.441120e+02 | 3.459230e+00 |         -240        |         962       | 0.1562 | rate trigger | Yes |    
GRB180329A   |    819301    | 543977901.504 | 2018-03-29T00:58:00.805800 | 3.292966e+02 | -1.510562e+01 |    2.499428e+00    | 8.218163e+00 | 3.600000e+01 | 7.280110e+00 | 1.900000e+01 | 1.118034e+01 |         -240        |         963       | 0.8125 | rate trigger | No |    
GRB180325A   |    817564    | 543635603.520 | 2018-03-25T01:53:02.842480 | 1.574161e+02 |  2.446103e+01 |    1.136167e+00    | 2.534634e+01 | 9.282800e+01 | 1.519991e+00 | 5.048000e+00 | 4.880164e-01 |         -240        |         603       | 0.8984 | rate trigger | Yes |    
GRB180324A   |    817345    | 543559050.304 | 2018-03-24T04:37:09.631100 | 7.658102e+01 |  5.674355e+01 |    1.379179e+00    | 1.921588e+01 | 7.216000e+00 | 1.302287e+00 | 5.439999e-01 | 1.997198e-01 |         -239        |         963       | 0.7812 | rate trigger | Yes |    
GRB180316A   |    814677    | 542869065.728 | 2018-03-16T04:57:25.096800 | 2.654217e+02 |  7.375110e-01 |    1.454276e+00    | 1.781417e+01 | 8.700000e+01 | 2.059126e+01 | 1.600000e+01 | 4.242641e+00 |         -240        |         962       | 0.2930 | rate trigger | Yes |    
GRB180314B   |    814305    | 542759037.568 | 2018-03-14T22:23:36.943440 | 2.978588e+02 |  2.364375e+01 |    1.987631e+00    | 1.140051e+01 | 5.542400e+01 | 6.539602e+00 | 2.339200e+01 | 1.891698e+01 |         -240        |         963       | 0.6641 | rate trigger | Yes |    
GRB180314A   |    814129    | 542681032.000 | 2018-03-14T00:43:31.380160 | 9.917323e+01 | -2.449473e+01 |    4.049253e+00    | 4.125151e+00 | 5.046400e+01 | 2.183587e+01 | 1.068800e+01 | 6.223569e-01 |         -239        |         963       | 0.2480 | image trigger | Yes |    
GRB180311A   |    813721    | 542484249.856 | 2018-03-11T18:03:49.248040 | 3.379343e+00 | -5.449073e+01 |    2.292007e+00    | 9.300884e+00 | 2.304000e+01 | 8.712467e+00 | 8.640000e+00 | 8.987615e+00 |         -240        |         962       | 0.9453 | rate trigger | Yes |    
GRB180224A   |    811561    | 541203688.256 | 2018-02-24T22:21:07.725300 | 2.026722e+02 |  3.807504e+01 |    1.301894e+00    | 2.086599e+01 | 1.092000e+01 | 3.568276e+00 | 4.584000e+00 | 7.657049e-01 |         -239        |         963       | 0.9375 | rate trigger | Yes |    
GRB180222A   |    811235    | 540997824.064 | 2018-02-22T13:10:03.545680 | 2.565313e+02 | -3.682098e+01 |    1.415871e+00    | 1.850846e+01 | 4.230400e+01 | 1.274307e+01 | 1.728000e+01 | 6.947243e+00 |         -239        |         963       | 0.9844 | rate trigger | Yes |    
GRB180221A   |    811074    | 540887465.344 | 2018-02-21T06:30:44.832320 | 3.267870e+02 | -7.289091e+01 |    2.923187e+00    | 6.570659e+00 | 1.100000e+01 | 3.162278e+00 | 7.000000e+00 | 3.605551e+00 |         -239        |         963       | 0.3125 | rate trigger | Maybe |    
GRB180205A   |    808625    | 539497549.760 | 2018-02-05T04:25:29.331960 | 1.268193e+02 |  1.153619e+01 |    1.095693e+00    | 2.669438e+01 | 1.553600e+01 | 3.146993e+00 | 6.112000e+00 | 5.982642e-01 |         -240        |         842       | 0.5000 | rate trigger | Yes |    
GRB180204A   |    808483    | 539404597.364 | 2018-02-04T02:36:16.941560 | 3.301230e+02 |  3.085161e+01 |    1.072983e+00    | 2.750517e+01 | 1.164000e+00 | 1.170982e-01 | 9.160000e-01 | 2.332383e-02 |         -239        |         963       | 0.7031 | rate trigger | Yes |    
GRB180115A   |    805318    | 537682584.000 | 2018-01-15T04:16:03.681260 | 1.204114e+01 | -1.563092e+01 |    1.826370e+00    | 1.286531e+01 | 3.914400e+01 | 2.992023e+00 | 3.072400e+01 | 2.904441e+00 |         -239        |         963       | 0.5703 | image trigger | Yes |    
GRB180113A   |    804999    | 537504446.976 | 2018-01-13T02:47:06.667980 | 1.921142e+01 |  6.868257e+01 |    8.702180e-01    | 3.709916e+01 | 6.400000e+01 | 1.600000e+01 | 1.600000e+01 | 1.600000e+01 |         -61        |         242       | 0.7578 | rate trigger | No |    
GRB180111A   |    804692    | 537381746.688 | 2018-01-11T16:42:06.387380 | 1.497819e+02 |  4.825402e+01 |    6.661054e-01    | 5.435004e+01 | 5.089200e+01 | 1.880136e+00 | 2.226400e+01 | 3.944008e-01 |         -240        |         962       | 0.7031 | rate trigger | Yes |    
GRB180103A   |    803066    | 536634529.600 | 20180103T01:08:29.322 | 1.595848e+02 | -5.355468e+01 |    1.939602e+00    | 1.180748e+01 | 1.504000e+02 | 1.600000e+00 | 7.520000e+01 | 1.600000e+00 |         5        |         15       | 0.3828 | ground detected | Yes |    
GRB180102A   |    802999    | 536601004.544 | 2018-01-02T15:49:44.290400 | 2.030727e+02 |  6.216495e+01 |    1.423908e+00    | 1.835940e+01 | 1.156000e+01 | 1.731802e+00 | 3.912000e+00 | 1.990996e+00 |         -244        |         963       | 0.9531 | rate trigger | Yes |    
GRB171222A   |    799669    | 535652720.000 | 2017-12-22T16:24:59.803500 | 1.482718e+02 |  3.562255e+01 |    1.661291e+00    | 1.472976e+01 | 1.738720e+02 | 2.386951e+01 | 9.994000e+01 | 1.879110e+01 |         -239        |         963       | 0.6016 | image trigger | N/A |    
GRB171216A   |    797441    | 535086439.616 | 2017-12-16T03:06:59.453420 | 2.120119e+02 | -5.050049e+01 |    2.047921e+00    | 1.092409e+01 | 3.008000e+01 | 7.586093e+00 | 1.356800e+01 | 8.566741e+00 |         -240        |         962       | 0.6328 | rate trigger | Yes |    
GRB171212A   |    796778    | 534772661.824 | 2017-12-12T11:57:21.680200 | 2.939219e+02 |  2.059754e+01 |    1.677701e+00    | 1.452438e+01 | 3.040000e+02 | 6.400000e+01 | 8.000000e+01 | 1.600000e+01 |         -701        |         1004       | 0.6094 | rate trigger | Yes |    
GRB171211A   |    796469    | 534677273.088 | 2017-12-11T09:27:32.949900 | 9.814523e+01 | -5.868816e+01 |    1.751066e+00    | 1.366291e+01 | 2.176000e+00 | 4.553680e-01 | 7.680000e-01 | 3.896255e-01 |         -239        |         963       | 0.5781 | rate trigger | Yes |    
GRB171209A   |    796100    | 534523596.352 | 2017-12-09T14:46:16.223100 | 1.393868e+02 | -3.052290e+01 |    1.222918e+00    | 2.281734e+01 | 1.616480e+02 | 3.075877e+01 | 7.010400e+01 | 4.369297e+00 |         -239        |         483       | 0.6172 | rate trigger | Yes |    
GRB171205A   |    794972    | 534151264.000 | 2017-12-05T07:20:43.893380 | 1.674225e+02 | -1.259910e+01 |    1.591274e+00    | 1.566430e+01 | 1.904720e+02 | 3.388084e+01 | 8.898800e+01 | 1.889955e+01 |         -239        |         963       | 0.4648 | image trigger | Yes |    
GRB171123A   |    791922    | 533139307.648 | 2017-11-23T14:14:47.601920 | 1.861956e+02 |  3.250406e+01 |    2.386931e+00    | 8.777021e+00 | 5.846400e+01 | 2.705325e+01 | 1.784000e+01 | 3.317597e+01 |         -240        |         962       | 0.8672 | rate trigger | Yes |    
GRB171120A   |    791201    | 532876822.528 | 2017-11-20T13:20:02.497620 | 1.637746e+02 |  2.246073e+01 |    1.224151e+00    | 2.278452e+01 | 6.400000e+01 | 1.600000e+01 | 3.200000e+01 | 1.600000e+01 |         -240        |         963       | 0.1484 | rate trigger | Yes |    
GRB171115A   |    790053    | 532464700.864 | 2017-11-15T18:51:20.858340 | 2.783918e+02 |  9.117711e+00 |    1.529514e+00    | 1.657564e+01 | 3.677200e+01 | 5.180241e+00 | 1.965200e+01 | 3.967988e+00 |         -279        |         962       | 1.0156 | rate trigger | Yes |    
GRB171103A   |    785850    | 531443452.012 | 2017-11-03T23:10:32.067600 | 2.495070e+02 | -1.020582e+01 |    1.459458e+00    | 1.772388e+01 | 4.268000e+00 | 1.105854e+00 | 3.279999e-01 | 1.076743e+00 |         -239        |         963       | 0.6562 | rate trigger | No |    
GRB171102B   |    785510    | 531328849.536 | 2017-11-02T15:20:29.598440 | 2.881049e+02 |  2.243917e+01 |    2.101455e+00    | 1.052871e+01 | 1.888000e+01 | 3.915107e+00 | 1.016000e+01 | 3.843632e+00 |         -889        |         1368       | 0.2227 | rate trigger | Yes |    
GRB171027A   |    783479    | 530785406.528 | 2017-10-27T08:23:06.622860 | 6.168251e+01 | -2.600305e+00 |    1.100101e+00    | 2.654173e+01 | 9.677200e+01 | 4.906970e+00 | 2.956800e+01 | 1.313834e+00 |         -325        |         963       | 0.9141 | rate trigger | Yes |    
GRB171027A   |    783479    | 530785406.528 | 2017-10-27T08:23:06.622860 | 6.168251e+01 | -2.600305e+00 |    1.100101e+00    | 2.654173e+01 | 9.677200e+01 | 4.906970e+00 | 2.956800e+01 | 1.313834e+00 |         -325        |         963       | 0.9141 | rate trigger | Yes |    
GRB171020A   |    780845    | 530233650.624 | 2017-10-20T23:07:10.751760 | 3.925940e+01 |  1.519936e+01 |    1.808942e+00    | 1.304274e+01 | 4.185600e+01 | 9.191579e+00 | 1.772800e+01 | 4.113587e+00 |         -240        |         963       | 0.4805 | rate trigger | Yes |    
GRB171020A   |    780845    | 530233650.624 | 2017-10-20T23:07:10.751760 | 3.925940e+01 |  1.519936e+01 |    1.808942e+00    | 1.304274e+01 | 4.185600e+01 | 9.191579e+00 | 1.772800e+01 | 4.113587e+00 |         -240        |         963       | 0.4805 | rate trigger | Yes |    
GRB171011A   |    778154    | 529439587.008 | 2017-10-11T18:32:47.183100 | 2.367655e+02 | -1.006338e+01 |    9.167262e-01    | 3.443989e+01 | 2.280000e+00 | 2.329979e-01 | 1.152000e+00 | 9.903534e-02 |         -239        |         63       | 0.6328 | rate trigger | No |    
GRB171010B   |    778019    | 529361984.000 | 2017-10-10T20:59:24.168 | 3.412327e+01 | -5.441018e+01 |    1.582305e+00    | 1.579337e+01 | 3.040000e+01 | 1.600000e+00 | 1.760000e+01 | 1.600000e+00 |         1        |         11       | 0.7109 | ground detected | Yes |    
GRB171007A   |    777215    | 529070278.080 | 2017-10-07T11:57:38.277120 | 1.355440e+02 |  4.284930e+01 |    2.328750e+00    | 9.093142e+00 | 6.842400e+01 | 1.932885e+01 | 4.616800e+01 | 2.862699e+01 |         -239        |         2000       | 1.0312 | rate trigger | Yes |    
GRB171004A   |    776347    | 528796552.000 | 2017-10-04T07:55:32.213440 | 1.391463e+02 |  5.268505e+01 |    1.272849e+00    | 2.154950e+01 | 1.055400e+02 | 1.430644e+01 | 4.480800e+01 | 7.641740e+00 |         -711        |         1279       | 0.4219 | image trigger | Yes |    
GRB171001A   |    775553    | 528575160.000 | 2017-10-01T18:25:40.226640 | 2.208561e+01 | -1.192544e+01 |    2.212297e+00    | 9.783290e+00 | 2.091600e+01 | 1.351077e+00 | 1.484400e+01 | 2.281228e+00 |         -239        |         1748       | 0.7266 | image trigger | Yes |    
GRB170921A   |    773509    | 527696948.224 | 2017-09-21T14:28:48.502900 | 2.684069e+01 |  3.087965e+01 |    1.853078e+00    | 1.260123e+01 | 2.880000e+01 | 5.925533e+00 | 7.744000e+00 | 5.949591e+00 |         -239        |         963       | 0.8672 | rate trigger | Yes |    
GRB170912B   |    772052    | 526890846.512 | 2017-09-12T06:33:46.838680 | 2.154656e+02 | -6.199802e+01 |    6.250978e-01    | 5.951430e+01 | 1.788400e+01 | 7.833112e+00 | 7.592000e+00 | 3.180440e-01 |         -240        |         963       | 1.0312 | rate trigger | Yes |    
GRB170912A   |    772006    | 526872876.608 | 2017-09-12T01:34:16.935740 | 1.673854e+02 | -5.434365e+01 |    2.027519e+00    | 1.108146e+01 | 2.118400e+01 | 5.435481e+00 | 8.896000e+00 | 3.835331e+00 |         -240        |         962       | 0.3477 | rate trigger | Yes |    
GRB170906C   |    770981    | 526375597.248 | 2017-09-06T07:26:17.605220 | 1.286695e+02 |  7.080428e+01 |    7.518750e-01    | 4.571442e+01 | 4.507600e+01 | 4.800244e+00 | 1.261600e+01 | 9.888013e-01 |         -239        |         1292       | 0.3281 | rate trigger | Yes |    
GRB170906B   |    770958    | 526352165.376 | 2017-09-06T00:55:45.734600 | N/A |  N/A |    N/A    | N/A | 19.200 | 1.6 | 9.6 | 1.6 |         930        |         1090       | 0.0000 | rate trigger | Yes |  No event data.
GRB170906A   |    770957    | 526351411.264 | 2017-09-06T00:43:11.622660 | 2.039456e+02 | -4.708853e+01 |    1.339349e+00    | 2.003742e+01 | 8.811200e+01 | 1.444798e+00 | 4.238400e+01 | 4.402181e-01 |         -239        |         603       | 0.6719 | rate trigger | Yes |    
GRB170903A   |    770528    | 526135766.848 | 2017-09-03T12:49:07.219440 | 2.545232e+02 |  3.498229e+01 |    1.220577e+00    | 2.287988e+01 | 2.772400e+01 | 4.506508e+00 | 1.035600e+01 | 1.760410e+00 |         -240        |         962       | 0.3008 | rate trigger | Yes |    
GRB170827A   |    769567    | 525503568.000 | 2017-08-27T05:12:28.408920 | 2.761873e+02 | -4.020167e+01 |    1.935229e+00    | 1.184406e+01 | 9.862400e+01 | 3.170298e+01 | 4.946000e+01 | 1.780736e+01 |         -239        |         963       | 0.9844 | image trigger | Yes |    
GRB170823A   |    769177    | 525219427.904 | 2017-08-23T22:16:48.329780 | 1.887137e+02 |  3.554976e+01 |    8.563110e-01    | 3.796287e+01 | 6.940800e+01 | 1.203175e+01 | 3.944000e+01 | 1.030806e+01 |         -240        |         962       | 0.7969 | rate trigger | No |    
GRB170822A   |    768939    | 525085930.624 | 2017-08-22T09:11:51.057700 | 9.437480e+01 |  5.499917e+01 |    2.074120e+00    | 1.072750e+01 | 6.400000e+01 | 1.600000e+01 | 3.200000e+01 | 1.600000e+01 |         -240        |         962       | 0.1211 | rate trigger | Yes |    
GRB170813A   |    767563    | 524279616.000 | 2017-08-13T01:13:16.481520 | 2.010572e+02 | -5.527759e+00 |    3.365980e+00    | 5.371577e+00 | 7.254400e+01 | 1.210174e+01 | 2.685200e+01 | 7.168068e+00 |         -239        |         963       | 0.7109 | image trigger | Yes |    
GRB170810A   |    767284    | 524095320.576 | 2017-08-10T22:01:41.068460 | 1.879283e+02 |  3.665313e+00 |    9.852846e-01    | 3.106819e+01 | 1.524200e+02 | 2.149788e+01 | 7.536400e+01 | 8.120831e+00 |         -240        |         963       | 0.9375 | rate trigger | Yes |    
GRB170807A   |    766821    | 523835788.608 | 2017-08-07T21:56:09.115840 | 1.434334e+02 | -1.734781e+01 |    1.521252e+00    | 1.670441e+01 | 3.632400e+01 | 7.972911e+00 | 2.841200e+01 | 7.538346e+00 |         -240        |         962       | 0.9219 | rate trigger | No |    
GRB170804A   |    766194    | 523540916.864 | 2017-08-04T12:01:37.389340 | 6.404513e+00 | -6.477879e+01 |    1.344934e+00    | 1.991866e+01 | 5.648000e+01 | 1.868044e+01 | 1.797200e+01 | 4.816832e+00 |         -775        |         962       | 0.7578 | rate trigger | Yes |    
GRB170803A   |    766081    | 523474246.644 | 2017-08-03T17:30:27.173280 | 1.749477e+02 | -1.631123e+01 |    7.692393e-01    | 4.424740e+01 | 3.820000e+00 | 2.368121e-01 | 1.612000e+00 | 8.099380e-02 |         -240        |         902       | 0.9453 | rate trigger | Yes |    
GRB170728B   |    765130    | 522975818.880 | 2017-07-28T23:03:19.438780 | 2.380188e+02 |  7.011112e+01 |    2.338483e+00    | 9.037940e+00 | 4.768000e+01 | 2.649670e+01 | 1.920000e+01 | 2.639315e+01 |         -240        |         962       | 0.0513 | rate trigger | Yes |    
GRB170728A   |    765008    | 522917628.224 | 2017-07-28T06:53:28.786200 | 5.890195e+01 |  1.216231e+01 |    2.134002e+00    | 1.030007e+01 | 1.248000e+00 | 2.468684e-01 | 5.200000e-01 | 2.061553e-01 |         -587        |         963       | 0.7344 | rate trigger | Yes |    
GRB170724A   |    764204    | 522550144.000 | 2017-07-24T00:48:44.583880 | 1.500600e+02 | -1.026412e+00 |    2.371451e+00    | 8.858981e+00 | 9.898000e+01 | 2.075716e+01 | 4.387600e+01 | 2.120420e+01 |         -239        |         963       | 0.5859 | image trigger | No |    
GRB170714A   |    762535    | 521727952.000 | 2017-07-14T12:25:32.632340 | 3.432078e+01 |  1.962078e+00 |    2.181171e+00    | 9.983339e+00 | 4.592160e+02 | 9.460989e+01 | 2.581920e+02 | 6.543963e+01 |         -239        |         963       | 0.6172 | image trigger | N/A |    
GRB170711A   |    761622    | 521504444.736 | 2017-07-11T22:20:25.381520 | 4.577821e+01 |  4.784443e+01 |    9.920933e-01    | 3.076404e+01 | 3.121200e+01 | 7.390577e+00 | 3.248000e+00 | 5.098862e-01 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB170710B   |  00086619001 | 521367025.600 | 20170710T08:10:06.251 | 4.312205e+01 |  4.267877e+01 |    8.108375e-01    | 4.104589e+01 | 5.440000e+01 | 1.600000e+00 | 3.040000e+01 | 1.600000e+00 |         -25        |         79       | N/A | ground detected during slew | No |    
GRB170710A   |    761119    | 521340363.968 | 2017-07-10T00:45:44.623200 | 2.318498e+02 | -3.852272e+01 |    2.519060e+00    | 8.126816e+00 | 3.312000e+01 | 1.086116e+01 | 1.596800e+01 | 7.838926e+00 |         -723        |         662       | 0.2285 | rate trigger | Yes |    
GRB170705A   |    760064    | 520915566.400 | 2017-07-05T02:45:47.080260 | 1.917084e+02 |  1.829719e+01 |    6.595203e-01    | 5.512693e+01 | 2.232040e+02 | 1.555201e+01 | 9.052000e+01 | 5.560828e+01 |         -665        |         963       | 0.8359 | rate trigger | Yes |    
GRB170629A   |    759159    | 520433632.448 | 2017-06-29T12:53:33.156640 | 1.299601e+02 | -4.658339e+01 |    1.322426e+00    | 2.040473e+01 | 3.442800e+01 | 1.276203e+01 | 7.452000e+00 | 2.165696e+00 |         -239        |         963       | 0.1797 | rate trigger | Yes |    
GRB170626A   |    758766    | 520162662.400 | 2017-06-26T09:37:23.124540 | 1.654075e+02 |  5.647902e+01 |    4.949114e-01    | 8.308215e+01 | 1.294800e+01 | 3.465948e-01 | 6.940000e+00 | 1.679048e-01 |         -401        |         963       | 0.9688 | rate trigger | Yes |    
GRB170607A   |    756284    | 518570512.896 | 2017-06-07T23:21:33.713940 | 7.357983e+00 |  9.224490e+00 |    1.012667e+00    | 2.987506e+01 | 3.200000e+02 | 1.723253e+02 | 1.920000e+02 | 1.509437e+02 |         -240        |         962       | 0.5703 | rate trigger | Yes |    
GRB170604A   |    755867    | 518296149.568 | 2017-06-04T19:08:50.402040 | 3.426452e+02 | -1.540437e+01 |    1.302913e+00    | 2.084267e+01 | 2.652800e+01 | 2.839763e+00 | 8.816000e+00 | 1.087058e+00 |         -669        |         962       | 0.0879 | rate trigger | Yes |    
GRB170531B   |    755354    | 517960948.352 | 2017-05-31T22:02:09.205660 | 2.868994e+02 | -1.640926e+01 |    1.536249e+00    | 1.647194e+01 | 1.702960e+02 | 9.106015e+00 | 1.342560e+02 | 5.275462e+00 |         -687        |         963       | 0.9688 | rate trigger | Yes |    
GRB170531A   |    755343    | 517954072.000 | 2017-05-31T20:07:32.854060 | 1.212176e+02 | -1.401623e+01 |    2.389209e+00    | 8.765071e+00 | 3.230400e+01 | 7.928195e+00 | 1.655600e+01 | 5.745706e+00 |         -119        |         963       | 0.9297 | image trigger | Yes |    
GRB170526A   |    754549    | 517498528.064 | 2017-05-26T13:35:08.944680 | 4.722063e+00 |  1.263885e+00 |    2.280726e+00    | 9.366675e+00 | 8.312000e+00 | 2.445600e+00 | 3.772000e+00 | 1.805454e+00 |         -327        |         1275       | 0.9453 | rate trigger | Yes |    
GRB170524B   |  00753445006 | 517315259.200 | 2017-05-24T10:40:59.20 | 9.086560e+01 | -1.708068e+01 |    6.642033e-01    | 5.457966e+01 | 4.640000e+01 | 1.600000e+00 | 2.720000e+01 | 1.600000e+00 |         -0        |         101       | N/A | ground detected during slew | Yes |    
GRB170524A   |    754322    | 517348174.620 | 2017-05-24T19:49:15.509460 | 3.194889e+02 |  4.860415e+01 |    2.047514e+00    | 1.092719e+01 | 1.039999e-01 | 1.788858e-02 | 5.999994e-02 | 2.154063e-02 |         -240        |         962       | 0.9688 | rate trigger | Yes |    
GRB170519A   |    753445    | 516863421.888 | 2017-05-19T05:10:02.805780 | 1.634295e+02 |  2.538029e+01 |    1.474997e+00    | 1.745774e+01 | 2.202520e+02 | 1.438385e+02 | 1.782800e+01 | 1.400665e+02 |         -801        |         842       | 1.0000 | rate trigger | Yes |    
GRB170516A   |    753110    | 516631779.648 | 2017-05-16T12:49:20.579320 | 4.154147e+01 | -5.593184e+01 |    1.546228e+00    | 1.632028e+01 | 3.676800e+01 | 1.161786e+01 | 1.556800e+01 | 1.639356e+00 |         -240        |         962       | 0.6797 | rate trigger | Yes |    
GRB170428A   |    750298    | 515063641.216 | 2017-04-28T09:13:42.238600 | 3.300519e+02 |  2.691351e+01 |    1.221469e+00    | 2.285602e+01 | 1.999999e-01 | 7.375638e-02 | 9.999996e-02 | 2.262742e-02 |         -780        |         963       | 0.6250 | rate trigger | Yes |    
GRB170419B   |    748947    | 514330444.992 | 2017-04-19T21:33:46.057280 | 6.049324e+01 | -1.511996e+01 |    1.369495e+00    | 1.941028e+01 | 6.585600e+01 | 1.126015e+01 | 2.922000e+01 | 7.636553e+00 |         -240        |         302       | 0.5234 | rate trigger | No |    
GRB170419A   |    748898    | 514301219.136 | 2017-04-19T13:26:40.202980 | 7.985402e+01 | -2.143396e+01 |    1.716300e+00    | 1.405999e+01 | 7.776000e+00 | 1.751105e+00 | 2.976000e+00 | 1.959722e+00 |         -838        |         963       | 0.5312 | rate trigger | Yes |    
GRB170405A   |    745797    | 513110407.296 | 2017-04-05T18:39:48.432100 | 2.198240e+02 | -2.523641e+01 |    1.312150e+00    | 2.063340e+01 | 1.653120e+02 | 3.289292e+01 | 4.752000e+01 | 2.540929e+00 |         -239        |         963       | 0.0693 | rate trigger | Yes |    
GRB170331A   |    744791    | 512617265.280 | 2017-03-31T01:40:46.444640 | 3.237779e+02 | -2.440543e+01 |    2.019017e+00    | 1.114818e+01 | 1.761600e+01 | 2.476901e+00 | 9.600000e+00 | 2.443617e+00 |         -239        |         963       | 0.1855 | rate trigger | Yes |    
GRB170330A   |    744773    | 512605810.176 | 2017-03-30T22:29:51.341320 | 2.833233e+02 | -1.344832e+01 |    1.450349e+00    | 1.788313e+01 | 1.444680e+02 | 2.187850e+00 | 1.097680e+02 | 2.905933e+00 |         -239        |         963       | 0.4648 | rate trigger | Yes |    
