#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Trig_time_met: The BAT trigger time shown in the Swift machine time (MET), in unit of sec.
## Trig_time_UTC: The BAT trigger time shown in UTC.
## RA_ground: RA of the GRB from the BAT refined position, in unite of deg.
## DEC_ground: DEC of the GRB from the BAT refined position, in unit of deg.
## Image_position_err: The uncertainty of the BAT refined position, in unit of arcmin.
## Image_SNR: The signal-to-noise ratio of the detection from the BAT image.
## T90: Burst duration T90, in unit of sec.
## T90_err: The uncertainty of T90.
## T50: Burst duration T90, in unit of sec.
## T50_err: The uncertainty of T50.
## Evt_start_sincetrig: The time when the event data start, relative to the BAT trigger time, in unit of sec.
## Evt_stop_sincetrig: The time when the event data end, relative to the BAT trigger time, in unit of sec.
## pcode: Partial coding fraction of the burst.
## Trigger_method: The triggering method for the burst (rate trigger, image trigger, ground detected, or ground detected during slew).
## XRT_detection: Whether or not there is an XRT detection of the burst.
## comment: Other special comments.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | Trig_time_met |       Trig_time_UTC        |  RA_ground   |  DEC_ground   | Image_position_err |   Image_SNR  |     T90      |   T90_err    |     T50      |   T50_err    | Evt_start_sincetrig | Evt_stop_sincetrig | pcode  | Trigger_method | XRT_detection | comment
GRB060807    |    223217    | 176654496.768 | 2006-08-07T14:41:35.402420 | 2.525307e+02 |  3.159302e+01 |    1.866284e+00    | 1.247405e+01 | 5.404800e+01 | 1.168915e+01 | 1.740400e+01 | 6.694549e+00 |         -240        |         962       | 0.6719 | rate trigger | Yes |    
GRB060805A   |    222683    | 176446070.528 | 2006-08-05T04:47:49.167340 | 2.209190e+02 |  1.259240e+01 |    2.657043e+00    | 7.531672e+00 | 4.928000e+00 | 1.353585e+00 | 1.856000e+00 | 1.576731e+00 |         -240        |         963       | 0.9609 | rate trigger | Yes |    
GRB060804    |    222546    | 176369301.184 | 2006-08-04T07:28:19.825160 | 1.122210e+02 | -2.722823e+01 |    2.072922e+00    | 1.073636e+01 | 1.818800e+01 | 2.657232e+00 | 1.134000e+01 | 5.378574e+00 |         -239        |         963       | 0.1895 | rate trigger | Yes |    
GRB060801    |    222154    | 176127376.512 | 2006-08-01T12:16:15.158880 | 2.129847e+02 |  1.698703e+01 |    1.788536e+00    | 1.325584e+01 | 5.040000e-01 | 6.092620e-02 | 3.160000e-01 | 6.881859e-02 |         -240        |         963       | 1.0156 | rate trigger | Yes |    
GRB060729    |    221755    | 175893150.592 | 2006-07-29T19:12:29.244420 | 9.533820e+01 | -6.234510e+01 |    2.368687e+00    | 8.874917e+00 | 1.130440e+02 | 2.212824e+01 | 2.136800e+01 | 2.925266e+00 |         -240        |         962       | 0.1875 | rate trigger | Yes |    
GRB060728    |    221627    | 175818272.000 | 2006-07-28T22:24:30.654180 | 1.663916e+01 | -4.138822e+01 |    3.239972e+00    | 5.672490e+00 | N/A | N/A | N/A | N/A |         -239        |         963       | 1.0312 | image trigger | No |    Tentative detection.
GRB060719    |    220020    | 174984638.272 | 2006-07-19T06:50:36.945900 | 1.841450e+01 | -4.837661e+01 |    1.280403e+00    | 2.136809e+01 | 6.692000e+01 | 1.155493e+01 | 4.505200e+01 | 5.839179e+00 |         -239        |         963       | 0.7031 | rate trigger | Yes |    
GRB060717    |    219646    | 174820060.224 | 2006-07-17T09:07:38.901820 | 1.708546e+02 |  2.896918e+01 |    2.657148e+00    | 7.530263e+00 | 3.000000e+00 | 1.414214e+00 | 1.000000e+00 | 1.000000e+00 |         -239        |         963       | 0.9922 | rate trigger | Yes |    
GRB060714    |    219101    | 174582721.600 | 2006-07-14T15:12:00.283480 | 2.278538e+02 | -6.543362e+00 |    1.512695e+00    | 1.683956e+01 | 1.160640e+02 | 8.968655e+00 | 8.621600e+01 | 3.685720e+00 |         -240        |         962       | 0.2734 | rate trigger | Yes |    
GRB060712    |    218582    | 174431265.024 | 2006-07-12T21:07:43.711080 | 1.840621e+02 |  3.554815e+01 |    2.372159e+00    | 8.855203e+00 | 3.091200e+01 | 6.630412e+00 | 1.376000e+01 | 7.105153e+00 |         -239        |         723       | 0.0957 | rate trigger | Yes |    
GRB060708    |    217805    | 174053760.320 | 2006-07-08T12:15:59.016080 | 7.821611e+00 | -3.374812e+01 |    1.008485e+00    | 3.005221e+01 | 1.002800e+01 | 3.672148e+00 | 3.272000e+00 | 5.511443e-01 |         -239        |         963       | 1.0000 | rate trigger | Yes |    
GRB060707    |    217704    | 174000620.800 | 2006-07-07T21:30:19.497320 | 3.570736e+02 | -1.790790e+01 |    1.449992e+00    | 1.788942e+01 | 6.664400e+01 | 6.376714e+00 | 3.464800e+01 | 1.464141e+01 |         -240        |         962       | 0.4336 | rate trigger | Yes |    
GRB060614    |    214805    | 171981829.760 | 2006-06-14T12:43:48.504600 | 3.208752e+02 | -5.302609e+01 |    9.034916e-01    | 3.516284e+01 | 1.091040e+02 | 3.372837e+00 | 4.323600e+01 | 7.721554e-01 |         -240        |         482       | 0.1562 | rate trigger | Yes |    
GRB060607B   |    213934    | 171415965.376 | 2006-06-07T23:32:44.133940 | 4.204085e+01 |  1.475126e+01 |    1.160429e+00    | 2.459270e+01 | 3.158400e+01 | 4.283407e+00 | 1.287200e+01 | 2.644557e+00 |         -239        |         963       | 0.3516 | rate trigger | No |    
GRB060607A   |    213823    | 171349934.592 | 2006-06-07T05:12:13.351500 | 3.297078e+02 | -2.249628e+01 |    8.350247e-01    | 3.935288e+01 | 1.030320e+02 | 2.806196e+01 | 2.524400e+01 | 2.383323e+00 |         -240        |         962       | 0.9922 | rate trigger | Yes |    
GRB060605    |    213630    | 171224145.856 | 2006-06-05T18:15:44.618460 | 3.221298e+02 | -6.068466e+00 |    1.856975e+00    | 1.256347e+01 | 7.984000e+01 | 6.632779e+00 | 3.394800e+01 | 2.395355e+01 |         -240        |         962       | 0.8750 | rate trigger | Yes |    
GRB060604    |    213486    | 171137941.248 | 2006-06-04T18:19:00.012500 | 3.372420e+02 | -1.090500e+01 |    2.544653e+00    | 8.011354e+00 | 9.600000e+01 | 2.262742e+01 | 4.800000e+01 | 1.600000e+01 |         -239        |         843       | 0.7266 | rate trigger | Yes |    
GRB060602A   |    213180    | 170976733.696 | 2006-06-02T21:32:12.464320 | 1.495811e+02 |  3.122970e-01 |    1.630668e+00    | 1.512652e+01 | 7.483600e+01 | 1.295641e+01 | 3.327600e+01 | 1.078500e+01 |         -240        |         722       | 0.4375 | rate trigger | No |    
GRB060526    |    211957    | 170353711.168 | 2006-05-26T16:28:29.950920 | 2.328338e+02 |  2.957729e-01 |    1.408560e+00    | 1.864584e+01 | 2.980400e+02 | 2.289869e+01 | 2.492560e+02 | 8.111300e+00 |         -239        |         963       | 0.6172 | rate trigger | Yes |    
GRB060522    |    211117    | 169956680.000 | 2006-05-22T02:11:18.792140 | 3.229566e+02 |  2.891452e+00 |    1.486404e+00    | 1.726667e+01 | 6.912400e+01 | 5.896616e+00 | 4.206400e+01 | 9.077699e+00 |         -239        |         963       | 0.7500 | image trigger | Yes |    
GRB060516    |    210254    | 169454616.000 | 2006-05-16T06:43:34.803820 | 7.117378e+01 | -1.812659e+01 |    2.639673e+00    | 7.601581e+00 | 1.280000e+02 | 3.577709e+01 | 6.400000e+01 | 2.262742e+01 |         -239        |         963       | 0.7969 | image trigger | No |    
GRB060515    |    210084    | 169352874.112 | 2006-05-15T02:27:52.918180 | 1.272653e+02 |  7.356413e+01 |    1.559285e+00    | 1.612540e+01 | 5.237200e+01 | 5.484591e+00 | 2.620800e+01 | 8.091711e+00 |         -239        |         423       | 0.3828 | rate trigger | Yes |    
GRB060512    |    209755    | 169168401.920 | 2006-05-12T23:13:20.730480 | 1.957447e+02 |  4.121624e+01 |    1.898343e+00    | 1.217419e+01 | 8.400000e+00 | 1.727745e+00 | 4.244000e+00 | 1.311622e+00 |         -240        |         962       | 0.4180 | rate trigger | Yes |    
GRB060510B   |    209352    | 168942136.000 | 2006-05-10T08:22:14.815740 | 2.392902e+02 |  7.856241e+01 |    1.890630e+00    | 1.224521e+01 | 2.629360e+02 | 9.031047e+00 | 1.297320e+02 | 1.119111e+01 |         -239        |         963       | 0.9688 | image trigger | Yes |    
GRB060510A   |    209351    | 168939808.832 | 2006-05-10T07:43:27.647800 | 9.586231e+01 | -1.161737e+00 |    1.484546e+00    | 1.729755e+01 | 2.014800e+01 | 1.101657e+00 | 6.056000e+00 | 6.160779e-01 |         -240        |         962       | 0.0674 | rate trigger | Yes |    
GRB060507    |    208870    | 168659593.408 | 2006-05-07T01:53:12.230320 | 8.991708e+01 |  7.524457e+01 |    1.166886e+00    | 2.439853e+01 | 1.833080e+02 | 6.569049e+00 | 1.143520e+02 | 7.591828e+00 |         -239        |         963       | 0.3281 | rate trigger | Yes |    
GRB060505    |    208654    | 168503759.500 | 2006-05-05T06:35:58.326 | 3.317700e+02 | -2.782400e+01 |    2.948780e+00    | 6.490190e+00 | 4.000000e+00 | N/A | 1.000000e+00 | N/A |         -0        |         10       | 0.1113 | ground detected | Yes |    
GRB060502B   |    208275    | 168283482.204 | 2006-05-02T17:24:41.035100 | 2.789615e+02 |  5.262694e+01 |    1.754284e+00    | 1.362713e+01 | 1.440000e-01 | 5.059642e-02 | 4.799998e-02 | 1.600000e-02 |         -239        |         963       | 0.9219 | rate trigger | Yes |    
GRB060502A   |    208169    | 168231813.312 | 2006-05-02T03:03:32.144320 | 2.409228e+02 |  6.660325e+01 |    8.388168e-01    | 3.909897e+01 | 2.844800e+01 | 9.861223e+00 | 1.066000e+01 | 8.747205e-01 |         -239        |         963       | 0.4922 | rate trigger | Yes |    
GRB060501    |    208050    | 168164100.032 | 2006-05-01T08:14:58.865920 | 3.283688e+02 |  4.399993e+01 |    1.466830e+00    | 1.759676e+01 | 2.562800e+01 | 1.037955e+01 | 7.300000e+00 | 1.405344e+00 |         -239        |         963       | 0.3672 | rate trigger | No |    
GRB060428B   |    207399    | 167907280.000 | 2006-04-28T08:54:38.839960 | 2.353464e+02 |  6.201804e+01 |    2.751052e+00    | 7.165773e+00 | 9.600000e+01 | 5.059644e+01 | 1.600000e+01 | 2.262742e+01 |         -239        |         963       | 0.7422 | image trigger | Yes |    
GRB060428A   |    207364    | 167887369.216 | 2006-04-28T03:22:48.056420 | 1.235416e+02 | -3.716895e+01 |    9.449794e-01    | 3.297838e+01 | 3.948000e+01 | 3.820836e+00 | 2.215200e+01 | 1.667938e+00 |         -239        |         963       | 0.6562 | rate trigger | Yes |    
GRB060427    |    207281    | 167830992.000 | 2006-04-27T11:43:10.841740 | 1.242015e+02 |  6.266014e+01 |    2.198433e+00    | 9.871545e+00 | 6.200000e+01 | 1.649242e+01 | 2.800000e+01 | 1.029563e+01 |         -239        |         963       | 0.7109 | image trigger | Yes |    
GRB060424    |    206773    | 167544980.672 | 2006-04-24T04:16:19.520420 | 7.358978e+00 |  3.678456e+01 |    1.702362e+00    | 1.422473e+01 | 3.768000e+01 | 3.473154e+00 | 1.154400e+01 | 8.376860e+00 |         -240        |         962       | 0.5312 | rate trigger | No |    
GRB060421    |    206257    | 167272764.480 | 2006-04-21T00:39:23.334720 | 3.436392e+02 |  6.273545e+01 |    7.667896e-01    | 4.444948e+01 | 1.199600e+01 | 3.257710e+00 | 6.336000e+00 | 8.759178e-01 |         -239        |         963       | 0.8203 | rate trigger | Yes |    
GRB060418    |    205851    | 167022369.344 | 2006-04-18T03:06:08.204500 | 2.364307e+02 | -3.639652e+00 |    9.695786e-01    | 3.178963e+01 | 1.090800e+02 | 4.672552e+01 | 2.549200e+01 | 6.891386e-01 |         -239        |         963       | 0.3047 | rate trigger | Yes |    
GRB060413    |    205096    | 166646424.000 | 2006-04-13T18:40:22.869180 | 2.912929e+02 |  1.374733e+01 |    1.911655e+00    | 1.205327e+01 | 1.411240e+02 | 2.059712e+01 | 3.734800e+01 | 3.188457e+00 |         -239        |         963       | 1.0312 | image trigger | Yes |    
GRB060403    |    203755    | 165762738.240 | 2006-04-03T13:12:17.129580 | 2.823334e+02 |  8.328465e+00 |    1.048595e+00    | 2.842359e+01 | 3.058800e+01 | 4.841253e+00 | 1.418800e+01 | 1.800219e+00 |         -239        |         963       | 1.0000 | rate trigger | Yes |    
GRB060323    |    202505    | 164817157.120 | 2006-03-23T14:32:36.031580 | 1.744232e+02 |  4.999274e+01 |    1.518317e+00    | 1.675056e+01 | 2.387200e+01 | 5.603393e+00 | 1.177600e+01 | 2.208927e+00 |         -239        |         963       | 0.8047 | rate trigger | Yes |    
GRB060322    |    202442    | 164761222.208 | 2006-03-22T23:00:21.120860 | 2.742339e+02 | -3.670825e+01 |    1.120083e+00    | 2.586789e+01 | 2.294720e+02 | 2.349451e+01 | 1.707840e+02 | 3.268028e+00 |         -239        |         963       | 0.8047 | rate trigger | No |    
GRB060319    |    202035    | 164422544.000 | 2006-03-19T00:55:42.920580 | 1.763749e+02 |  6.002515e+01 |    2.159247e+00    | 1.012846e+01 | 1.028800e+01 | 1.718829e+00 | 4.532000e+00 | 1.392789e+00 |         -299        |         303       | 1.0000 | image trigger | Yes |    
GRB060313    |    201487    | 163901527.552 | 2006-03-13T00:12:06.484480 | 6.662859e+01 | -1.085900e+01 |    7.377789e-01    | 4.696726e+01 | 7.440000e-01 | 3.417602e-02 | 4.800000e-01 | 2.683283e-02 |         -300        |         303       | 0.5469 | rate trigger | Yes |    
GRB060312    |    201391    | 163820173.824 | 2006-03-12T01:36:12.758340 | 4.578385e+01 |  1.282482e+01 |    8.588361e-01    | 3.780352e+01 | 4.465600e+01 | 3.234084e+00 | 1.578400e+01 | 1.566882e+00 |         -300        |         302       | 1.0156 | rate trigger | Yes |    
GRB060306    |    200638    | 163298951.680 | 2006-03-06T00:49:10.626240 | 4.109811e+01 | -2.162830e+00 |    1.046005e+00    | 2.852416e+01 | 6.094000e+01 | 3.363018e+00 | 4.280400e+01 | 6.314048e-01 |         -300        |         302       | 0.5000 | rate trigger | Yes |    
GRB060223B   |    192152    | 162416465.920 | 2006-02-23T19:41:04.886460 | 2.542420e+02 | -3.081306e+01 |    7.334722e-01    | 4.736172e+01 | 1.036000e+01 | 7.509488e-01 | 5.636000e+00 | 3.779736e-01 |         -300        |         302       | 0.6797 | rate trigger | Yes |    
GRB060223A   |    192059    | 162367464.960 | 2006-02-23T06:04:23.927580 | 5.519550e+01 | -1.713503e+01 |    1.185035e+00    | 2.386647e+01 | 1.132000e+01 | 1.072604e+00 | 5.080000e+00 | 7.230712e-01 |         -300        |         302       | 0.6953 | rate trigger | Yes |    
GRB060219    |    191512    | 162082086.144 | 2006-02-19T22:48:05.118160 | 2.418563e+02 |  3.230783e+01 |    2.186787e+00    | 9.946733e+00 | 6.204400e+01 | 6.246817e+00 | 4.395600e+01 | 2.298430e+01 |         -299        |         303       | 0.6797 | rate trigger | Yes |    
GRB060218    |    191157    | 161926472.000 | 2006-02-18T03:34:30.977720 | 5.038377e+01 |  1.691077e+01 |    2.594397e+00    | 7.791801e+00 | N/A | N/A | N/A | N/A |         -299        |         303       | 0.8828 | image trigger | Yes |    
GRB060211B   |    181156    | 161366115.776 | 2006-02-11T15:55:14.766340 | 7.508737e+01 |  1.495659e+01 |    1.904975e+00    | 1.211369e+01 | 2.773200e+01 | 7.753546e+00 | 7.784000e+00 | 5.450120e+00 |         -300        |         302       | 0.8281 | rate trigger | Yes |    
GRB060211A   |    181126    | 161343552.000 | 2006-02-11T09:39:10.990840 | 5.838540e+01 |  2.149537e+01 |    1.489465e+00    | 1.721600e+01 | 1.264600e+02 | 9.555313e+00 | 8.004800e+01 | 6.296944e+00 |         -299        |         303       | 1.0156 | image trigger | Yes |    
GRB060210    |    180977    | 161240330.816 | 2006-02-10T04:58:49.809180 | 5.772551e+01 |  2.701676e+01 |    1.034488e+00    | 2.897893e+01 | 2.880000e+02 | 1.517893e+02 | 4.800000e+01 | 1.600000e+01 |         -300        |         302       | 0.4102 | rate trigger | Yes |    
GRB060206    |    180455    | 160894014.272 | 2006-02-06T04:46:53.272980 | 2.029263e+02 |  3.504870e+01 |    7.400873e-01    | 4.675811e+01 | 7.552000e+00 | 2.192934e+00 | 2.320000e+00 | 2.176235e-01 |         -299        |         303       | 0.9844 | rate trigger | Yes |    
GRB060204B   |    180241    | 160756465.088 | 2006-02-04T14:34:24.092080 | 2.118037e+02 |  2.767342e+01 |    8.036224e-01    | 4.156792e+01 | 1.394640e+02 | 3.145746e+01 | 2.991600e+01 | 1.023658e+01 |         -299        |         303       | 0.7734 | rate trigger | Yes |    
GRB060203    |    180151    | 160703736.000 | 2006-02-03T23:55:35.005260 | 1.034446e+02 |  7.184024e+01 |    1.937720e+00    | 1.182232e+01 | 6.952400e+01 | 1.163856e+01 | 3.177200e+01 | 1.198287e+01 |         -299        |         183       | 0.5078 | image trigger | Yes |    
GRB060202    |    179968    | 160562456.000 | 2006-02-02T08:40:55.008460 | 3.581040e+01 |  3.837455e+01 |    2.016691e+00    | 1.116656e+01 | 1.928760e+02 | 2.293896e+01 | 1.268800e+02 | 1.308300e+01 |         -299        |         303       | 0.6094 | image trigger | Yes |    
GRB060124    |    178750    | 159810892.800 | 2006-01-24T15:54:51.825540 | 7.710488e+01 |  6.972504e+01 |    1.710761e+00    | 1.412507e+01 | 1.342400e+01 | 1.291649e+00 | 7.900000e+00 | 2.232617e+00 |         -300        |         302       | 0.6172 | rate trigger | Yes |    
GRB060123    |  N/A | N/A | N/A | N/A |  N/A |    N/A    | N/A | N/A | N/A | N/A | N/A |         N/A        |         N/A       | N/A | ground detected | Yes | No event data. Burst found in scaled map. 
GRB060117    |    177666    | 159173402.560 | 2006-01-17T06:50:01.599700 | 3.279119e+02 | -5.998142e+01 |    6.349415e-01    | 5.820059e+01 | 1.685200e+01 | 1.433876e-01 | 9.956000e+00 | 3.617071e-01 |         -300        |         242       | 0.2539 | rate trigger | No |    
GRB060116    |    177533    | 159093448.192 | 2006-01-16T08:37:27.233480 | 8.470103e+01 | -5.440752e+00 |    1.711431e+00    | 1.411718e+01 | 1.048320e+02 | 2.725683e+01 | 3.105600e+01 | 6.837225e+00 |         -299        |         303       | 0.2051 | rate trigger | Yes |    
GRB060115    |    177408    | 159023281.600 | 2006-01-15T13:08:00.643040 | 5.401583e+01 |  1.733513e+01 |    1.971619e+00    | 1.153301e+01 | 1.390920e+02 | 1.521002e+01 | 9.203200e+01 | 2.755199e+00 |         -300        |         302       | 0.8594 | rate trigger | Yes |    
GRB060111B   |    176918    | 158703344.192 | 2006-01-11T20:15:43.242160 | 2.864385e+02 |  7.037987e+01 |    1.504814e+00    | 1.696569e+01 | 5.883200e+01 | 4.284321e+00 | 2.116000e+01 | 2.916536e+00 |         -299        |         303       | 0.2852 | rate trigger | Yes |    
GRB060111A   |    176818    | 158646187.072 | 2006-01-11T04:23:06.123420 | 2.761951e+02 |  3.760252e+01 |    7.454204e-01    | 4.628095e+01 | 1.321200e+01 | 1.165621e+00 | 5.876000e+00 | 3.706211e-01 |         -299        |         303       | 0.9766 | rate trigger | Yes |    
GRB060110    |    176702    | 158572878.720 | 2006-01-10T08:01:17.773060 | 7.273866e+01 |  2.842856e+01 |    7.374488e-01    | 4.699730e+01 | 2.133600e+01 | 2.048489e+00 | 7.744000e+00 | 7.467262e-01 |         -300        |         302       | 0.9219 | rate trigger | Yes |    
GRB060109    |    176620    | 158518482.176 | 2006-01-09T16:54:41.230260 | 2.827100e+02 |  3.198960e+01 |    2.605405e+00    | 7.745826e+00 | 1.155920e+02 | 1.114916e+01 | 8.331600e+01 | 1.745483e+01 |         -299        |         303       | 0.9219 | rate trigger | Yes |    
GRB060108    |    176453    | 158423952.704 | 2006-01-08T14:39:11.760360 | 1.470191e+02 |  3.193136e+01 |    1.337680e+00    | 2.007313e+01 | 1.422000e+01 | 2.144425e+00 | 4.904000e+00 | 8.409518e-01 |         -300        |         302       | 1.0156 | rate trigger | Yes |    
GRB060105    |    175942    | 158136568.384 | 2006-01-05T06:49:27.446760 | 2.974908e+02 |  4.635532e+01 |    9.095806e-01    | 3.482705e+01 | 5.437600e+01 | 1.420051e+00 | 2.594400e+01 | 4.138792e-01 |         -299        |         303       | 0.2852 | rate trigger | Yes |    
GRB060102    |    175603    | 157929448.896 | 2006-01-02T21:17:27.963420 | 3.288412e+02 | -1.836068e+00 |    2.670925e+00    | 7.474838e+00 | 1.900000e+01 | 5.099020e+00 | 1.400000e+01 | 9.552487e+00 |         -300        |         302       | 0.8906 | rate trigger | No |    
GRB051227    |    174738    | 157399635.968 | 2005-12-27T18:07:16.047360 | 1.252377e+02 |  3.195167e+01 |    2.143988e+00    | 1.023160e+01 | 1.154000e+02 | 1.494417e+01 | 6.742400e+01 | 2.056356e+01 |         -300        |         302       | 0.9766 | rate trigger | Yes |    
GRB051221B   |    173904    | 156888200.000 | 2005-12-21T20:03:20.090560 | 3.123840e+02 |  5.304240e+01 |    1.641711e+00    | 1.498137e+01 | 4.257200e+01 | 5.879697e+00 | 2.401600e+01 | 4.882704e+00 |         -299        |         303       | 0.4492 | image trigger | Yes |    
GRB051221A   |    173780    | 156822675.776 | 2005-12-21T01:51:15.868000 | 3.287125e+02 |  1.689119e+01 |    6.169315e-01    | 6.064289e+01 | 1.392000e+00 | 1.974639e-01 | 5.480000e-01 | 8.009992e-02 |         -300        |         302       | 0.6328 | rate trigger | Yes |    
GRB051213    |    172516    | 156150784.000 | 2005-12-13T07:13:04.106720 | 2.520934e+02 | -5.923119e+01 |    1.806784e+00    | 1.306500e+01 | 7.105600e+01 | 5.114457e+00 | 5.308000e+01 | 5.357241e+00 |         -299        |         303       | 0.6797 | image trigger | No |    
GRB051210    |    171931    | 155886381.056 | 2005-12-10T05:46:21.168500 | 3.301884e+02 | -5.762419e+01 |    1.984453e+00    | 1.142661e+01 | 1.300000e+00 | 2.951948e-01 | 5.600000e-01 | 2.867752e-01 |         -299        |         303       | 0.8984 | rate trigger | Yes |    
GRB051117B   |    164279    | 153926574.272 | 2005-11-17T13:22:54.427080 | 8.521001e+01 | -1.928406e+01 |    2.465055e+00    | 8.382355e+00 | 9.020000e+00 | 1.315082e+00 | 4.836000e+00 | 2.503646e+00 |         -299        |         303       | 0.7188 | rate trigger | Yes |    
GRB051117A   |    164268    | 153917479.936 | 2005-11-17T10:51:20.091280 | 2.284007e+02 |  3.086441e+01 |    9.423139e-01    | 3.311173e+01 | 1.406320e+02 | 1.350078e+01 | 5.922000e+01 | 4.045707e+00 |         -300        |         302       | 0.7266 | rate trigger | Yes |    
GRB051114    |    163844    | 153634289.000 | 2005-11-14T04:11:29.161 | 2.262730e+02 |  6.015700e+01 |    2.143722e+00    | 1.023475e+01 | 2.000000e+00 | 2.236068e+00 | 2.000000e+00 | 1.000000e+00 |         -4        |         16       | 0.6875 | ground detected | No |    
GRB051113    |    163765    | 153588154.560 | 2005-11-13T15:22:34.722320 | 1.872454e+02 | -2.639153e+01 |    1.444820e+00    | 1.798098e+01 | 9.329600e+01 | 1.361242e+01 | 3.818400e+01 | 2.440291e+01 |         -300        |         302       | 0.2461 | rate trigger | No |    
GRB051111    |    163438    | 153381581.312 | 2005-11-11T05:59:41.478720 | 3.481352e+02 |  1.836017e+01 |    9.346119e-01    | 3.350223e+01 | 6.400000e+01 | 1.600000e+01 | 1.600000e+01 | 1.600000e+01 |         -299        |         303       | 0.5938 | rate trigger | Yes |    
GRB051109B   |    163170    | 153218379.200 | 2005-11-09T08:39:39.370220 | 3.454644e+02 |  3.866398e+01 |    1.881003e+00    | 1.233484e+01 | 1.569600e+01 | 4.117119e+00 | 5.984000e+00 | 2.047195e+00 |         -299        |         303       | 0.8984 | rate trigger | Yes |    
GRB051109A   |    163136    | 153191540.352 | 2005-11-09T01:12:20.522800 | 3.303209e+02 |  4.085338e+01 |    2.083587e+00    | 1.065794e+01 | 3.720000e+01 | 6.069085e+00 | 2.225600e+01 | 1.573046e+01 |         -299        |         303       | 0.0869 | rate trigger | Yes |    
GRB051105A   |    162580    | 152864801.360 | 2005-11-05T06:26:41.537840 | 2.653009e+02 |  3.494459e+01 |    2.341327e+00    | 9.022263e+00 | 5.599999e-02 | 1.442221e-02 | 3.200001e-02 | 1.788854e-02 |         -299        |         303       | 0.8047 | rate trigger | No |    
GRB051021B   |    160672    | 151630313.472 | 2005-10-21T23:31:53.676000 | 1.260645e+02 | -4.553338e+01 |    1.309600e+00    | 2.069081e+01 | 4.651200e+01 | 1.142952e+01 | 1.923200e+01 | 5.629909e+00 |         -299        |         303       | 0.8828 | rate trigger | Yes |    
GRB051016B   |    159994    | 151180088.768 | 2005-10-16T18:28:08.981460 | 1.321151e+02 |  1.362784e+01 |    1.658205e+00    | 1.476894e+01 | 4.000000e+00 | 4.482187e-01 | 2.448000e+00 | 4.222037e-01 |         -300        |         302       | 0.7891 | rate trigger | Yes |    
GRB051016A   |    159913    | 151133011.136 | 2005-10-16T05:23:31.350440 | 1.228110e+02 | -1.830005e+01 |    1.937017e+00    | 1.182845e+01 | 2.100000e+01 | 6.082763e+00 | 7.000000e+00 | 5.099020e+00 |         -299        |         303       | 0.1777 | rate trigger | Yes |    
GRB051012    |    159413    | 150829555.200 | 2005-10-12T17:05:55.421 | 2.705350e+02 | -5.278300e+01 |    1.608903e+00    | 1.542171e+01 | 1.280000e+01 | 1.600000e+00 | 6.400000e+00 | 1.600000e+00 |         -1        |         19       | 1.0000 | ground detected | No |    
GRB051008    |    158855    | 150482001.088 | 2005-10-08T16:33:21.316200 | 2.028656e+02 |  4.209971e+01 |    7.221083e-01    | 4.843006e+01 | 1.240800e+01 | 1.355315e+00 | 4.756000e+00 | 3.952518e-01 |         -299        |         33       | 0.3750 | rate trigger | Yes |    
GRB051006    |    158593    | 150323433.024 | 2005-10-06T20:30:33.255560 | 1.108069e+02 |  9.507716e+00 |    1.475261e+00    | 1.745329e+01 | 3.540800e+01 | 8.934607e+00 | 1.179200e+01 | 7.996799e+00 |         -299        |         303       | 0.2168 | rate trigger | Yes |    
GRB051001    |    157870    | 149857896.000 | 2005-10-01T11:11:36.241320 | 3.509743e+02 | -3.151870e+01 |    2.370624e+00    | 8.863400e+00 | 1.902600e+02 | 2.285993e+01 | 1.018520e+02 | 3.607432e+01 |         -299        |         303       | 0.7422 | image trigger | Yes |    
GRB050925    |    156838    | 149331873.376 | 2005-09-25T09:04:33.628160 | 3.034871e+02 |  3.432948e+01 |    1.515306e+00    | 1.679813e+01 | 9.200001e-02 | 1.442221e-02 | 4.400000e-02 | 1.131371e-02 |         -299        |         303       | 0.4141 | rate trigger | No |    
GRB050922C   |    156467    | 149111750.144 | 2005-09-22T19:55:50.400700 | 3.173872e+02 | -8.762515e+00 |    6.799726e-01    | 5.277355e+01 | 4.552000e+00 | 4.480179e-01 | 1.420000e+00 | 9.338092e-02 |         -299        |         303       | 0.5312 | rate trigger | Yes |    
GRB050922B   |    156434    | 149094120.000 | 2005-09-22T15:02:00.257060 | 5.784049e+00 | -5.621022e+00 |    2.545209e+00    | 8.007805e+00 | 1.570240e+02 | 9.448681e+01 | 1.537600e+01 | 1.873975e+02 |         -299        |         303       | 0.1152 | image trigger | Yes |    
GRB050916    |    155408    | 148581352.000 | 2005-09-16T16:35:52.267640 | 1.360077e+02 | -5.140514e+01 |    2.087308e+00    | 1.063220e+01 | 8.518400e+01 | 1.272430e+01 | 3.289600e+01 | 2.212243e+01 |         -299        |         303       | 0.4180 | image trigger | Yes |    
