## BAT - batSNR4flux

## XRT - xrtwtflux

## XRT - xrtpcflux
124.911	8.493	-9.058	2.7345620664368e-10	6.13745035382519e-11	-6.13745035382519e-11
145.462	13.015	-12.058	1.74334749488207e-10	3.90791511078247e-11	-3.90791511078247e-11
182.130	23.986	-23.653	8.88321141052635e-11	1.95459920323986e-11	-1.95459920323986e-11
231.991	31.794	-25.875	6.2649546296835e-11	1.40610640021957e-11	-1.40610640021957e-11
317.982	46.097	-54.197	2.25358887322975e-11	5.05204040800178e-12	-5.05204040800178e-12
439.371	112.756	-75.293	5.76068630744165e-12	1.29490696928192e-12	-1.29490696928192e-12
711.627	151.409	-159.5	2.3277520279411e-12	6.13872936693604e-13	-6.13872936693604e-13
1075.947	205.811	-212.912	1.71776260266429e-12	4.49007953534869e-13	-4.49007953534869e-13
1718.379	440.925	-436.621	1.23320973960377e-12	2.65289746482793e-13	-2.65289746482793e-13
7238.025	662.960	-1796.426	1.12201352737714e-12	2.32733859515789e-13	-2.32733859515789e-13
12831.307	812.196	-1624.713	9.27724163627664e-13	2.16485972547668e-13	-2.16485972547668e-13
22549.711	8322.100	-5542.516	2.43469198586509e-13	6.01190541924457e-14	-6.01190541924457e-14
108586.268	162732.673	-55806.025	6.68324199828016e-14	1.96900022713021e-14	-1.96900022713021e-14
